user_id,entry_date,segment,device,region,age_group,month,stage1_date,stage2_date,stage3_date,stage4_date,stage5_date,conversion_date,converted,exit_stage,stage2_reached,stage3_reached,stage4_reached,stage5_reached
U001030,2024-06-20,Social,Desktop,West,35-44,2024-06,2024-06-20,2024-06-21,2024-06-24,,,,0,stage3,1,1,0,0
U001031,2024-06-23,Referral,Mobile,North,35-44,2024-06,2024-06-23,2024-06-25,2024-06-26,2024-06-28,,,0,stage4,1,1,1,0
U001032,2024-06-11,Referral,Mobile,West,25-34,2024-06,2024-06-11,2024-06-11,,,,,0,stage2,1,0,0,0
U001033,2024-05-16,Referral,Desktop,West,35-44,2024-05,2024-05-16,2024-05-18,2024-05-19,2024-05-19,2024-05-23,,0,stage5,1,1,1,1
U001034,2024-04-07,Paid_Search,Desktop,West,45-54,2024-04,2024-04-07,2024-04-08,,,,,0,stage2,1,0,0,0
U001035,2024-06-12,Paid_Search,Mobile,West,25-34,2024-06,2024-06-12,2024-06-14,,,,,0,stage2,1,0,0,0
U001036,2024-05-22,Organic,Tablet,Central,55+,2024-05,2024-05-22,2024-05-22,2024-05-25,,,,0,stage3,1,1,0,0
U001041,2024-05-25,Social,Desktop,Central,35-44,2024-05,2024-05-25,2024-05-27,,,,,0,stage2,1,0,0,0
U001043,2024-04-27,Paid_Search,Mobile,South,35-44,2024-04,2024-04-27,2024-04-27,2024-04-29,,,,0,stage3,1,1,0,0
U001045,2024-05-23,Organic,Mobile,East,35-44,2024-05,2024-05-23,2024-05-25,,,,,0,stage2,1,0,0,0
U001047,2024-04-02,Social,Desktop,South,18-24,2024-04,2024-04-02,2024-04-02,2024-04-03,,,,0,stage3,1,1,0,0
U001048,2024-05-10,Referral,Desktop,South,55+,2024-05,2024-05-10,2024-05-11,2024-05-12,2024-05-12,2024-05-13,2024-05-13,1,Converted,1,1,1,1
U001049,2024-06-09,Paid_Search,Desktop,North,18-24,2024-06,2024-06-09,2024-06-09,2024-06-12,,,,0,stage3,1,1,0,0
U001050,2024-04-18,Referral,Mobile,North,25-34,2024-04,2024-04-18,2024-04-20,2024-04-21,2024-04-22,2024-04-26,2024-04-28,1,Converted,1,1,1,1
U001051,2024-04-29,Referral,Mobile,South,35-44,2024-04,2024-04-29,2024-05-01,,,,,0,stage2,1,0,0,0
U001056,2024-04-21,Organic,Mobile,West,35-44,2024-04,2024-04-21,,,,,,0,stage1,0,0,0,0
U001061,2024-06-09,Organic,Mobile,Central,55+,2024-06,2024-06-09,2024-06-10,,,,,0,stage2,1,0,0,0
U001062,2024-06-12,Paid_Search,Mobile,South,35-44,2024-06,2024-06-12,,,,,,0,stage1,0,0,0,0
U001063,2024-05-09,Social,Desktop,North,25-34,2024-05,2024-05-09,2024-05-11,,,,,0,stage2,1,0,0,0
U001065,2024-04-05,Referral,Mobile,North,35-44,2024-04,2024-04-05,2024-04-05,,,,,0,stage2,1,0,0,0
U001066,2024-05-18,Referral,Mobile,North,55+,2024-05,2024-05-18,2024-05-20,2024-05-21,,,,0,stage3,1,1,0,0
U001067,2024-06-02,Email,Tablet,West,25-34,2024-06,2024-06-02,2024-06-03,,,,,0,stage2,1,0,0,0
U001068,2024-05-05,Referral,Mobile,Central,18-24,2024-05,2024-05-05,2024-05-05,2024-05-06,2024-05-07,2024-05-10,2024-05-10,1,Converted,1,1,1,1
U001071,2024-05-25,Organic,Tablet,North,45-54,2024-05,2024-05-25,2024-05-25,,,,,0,stage2,1,0,0,0
U001073,2024-05-04,Paid_Search,Desktop,East,55+,2024-05,2024-05-04,2024-05-04,2024-05-07,,,,0,stage3,1,1,0,0
U001075,2024-06-17,Paid_Search,Desktop,North,55+,2024-06,2024-06-17,,,,,,0,stage1,0,0,0,0
U001076,2024-05-01,Referral,Mobile,South,45-54,2024-05,2024-05-01,2024-05-03,2024-05-04,,,,0,stage3,1,1,0,0
U001078,2024-06-04,Social,Mobile,North,25-34,2024-06,2024-06-04,,,,,,0,stage1,0,0,0,0
U001079,2024-04-18,Email,Mobile,East,25-34,2024-04,2024-04-18,,,,,,0,stage1,0,0,0,0
U001081,2024-06-25,Social,Tablet,Central,35-44,2024-06,2024-06-25,,,,,,0,stage1,0,0,0,0
U001084,2024-06-15,Paid_Search,Desktop,East,45-54,2024-06,2024-06-15,2024-06-16,,,,,0,stage2,1,0,0,0
U001085,2024-04-22,Social,Mobile,North,18-24,2024-04,2024-04-22,,,,,,0,stage1,0,0,0,0
U001086,2024-05-12,Referral,Desktop,North,18-24,2024-05,2024-05-12,2024-05-13,2024-05-14,2024-05-14,2024-05-16,2024-05-16,1,Converted,1,1,1,1
U001088,2024-05-30,Social,Tablet,North,55+,2024-05,2024-05-30,2024-06-01,2024-06-02,2024-06-04,,,0,stage4,1,1,1,0
U001092,2024-05-04,Organic,Mobile,East,35-44,2024-05,2024-05-04,2024-05-04,,,,,0,stage2,1,0,0,0
U001093,2024-05-18,Referral,Mobile,Central,55+,2024-05,2024-05-18,2024-05-18,2024-05-21,,,,0,stage3,1,1,0,0
U001094,2024-05-26,Referral,Mobile,North,25-34,2024-05,2024-05-26,2024-05-28,,,,,0,stage2,1,0,0,0
U001095,2024-05-01,Paid_Search,Mobile,West,18-24,2024-05,2024-05-01,2024-05-01,,,,,0,stage2,1,0,0,0
U001096,2024-05-01,Social,Mobile,East,18-24,2024-05,2024-05-01,2024-05-02,,,,,0,stage2,1,0,0,0
U001099,2024-04-29,Referral,Mobile,North,25-34,2024-04,2024-04-29,2024-05-01,,,,,0,stage2,1,0,0,0
U001101,2024-04-13,Organic,Mobile,North,45-54,2024-04,2024-04-13,2024-04-15,2024-04-17,2024-04-17,,,0,stage4,1,1,1,0
U001104,2024-05-17,Organic,Desktop,North,25-34,2024-05,2024-05-17,2024-05-18,2024-05-19,2024-05-20,2024-05-22,2024-05-23,1,Converted,1,1,1,1
U001105,2024-04-28,Organic,Desktop,North,25-34,2024-04,2024-04-28,2024-04-28,2024-04-29,2024-04-30,2024-05-01,2024-05-01,1,Converted,1,1,1,1
U001106,2024-06-15,Email,Mobile,West,25-34,2024-06,2024-06-15,,,,,,0,stage1,0,0,0,0
U001107,2024-05-18,Social,Desktop,East,25-34,2024-05,2024-05-18,2024-05-18,,,,,0,stage2,1,0,0,0
U001111,2024-05-04,Referral,Mobile,South,45-54,2024-05,2024-05-04,2024-05-05,,,,,0,stage2,1,0,0,0
U001113,2024-04-12,Paid_Search,Mobile,Central,25-34,2024-04,2024-04-12,2024-04-12,,,,,0,stage2,1,0,0,0
U001115,2024-04-09,Referral,Mobile,Central,45-54,2024-04,2024-04-09,2024-04-10,2024-04-12,2024-04-13,,,0,stage4,1,1,1,0
U001116,2024-04-18,Organic,Desktop,West,45-54,2024-04,2024-04-18,2024-04-20,,,,,0,stage2,1,0,0,0
U001117,2024-05-22,Organic,Desktop,North,25-34,2024-05,2024-05-22,,,,,,0,stage1,0,0,0,0
U001118,2024-06-18,Organic,Mobile,West,35-44,2024-06,2024-06-18,2024-06-20,,,,,0,stage2,1,0,0,0
U001119,2024-05-04,Paid_Search,Mobile,South,18-24,2024-05,2024-05-04,,,,,,0,stage1,0,0,0,0
U001123,2024-05-18,Paid_Search,Desktop,Central,55+,2024-05,2024-05-18,2024-05-18,2024-05-21,,,,0,stage3,1,1,0,0
U001126,2024-05-08,Paid_Search,Desktop,South,25-34,2024-05,2024-05-08,,,,,,0,stage1,0,0,0,0
U001127,2024-05-15,Paid_Search,Mobile,East,18-24,2024-05,2024-05-15,2024-05-15,,,,,0,stage2,1,0,0,0
U001130,2024-06-01,Paid_Search,Desktop,North,35-44,2024-06,2024-06-01,2024-06-01,,,,,0,stage2,1,0,0,0
U001131,2024-06-21,Organic,Mobile,North,25-34,2024-06,2024-06-21,2024-06-21,2024-06-23,,,,0,stage3,1,1,0,0
U001133,2024-06-01,Email,Mobile,South,35-44,2024-06,2024-06-01,2024-06-01,2024-06-04,2024-06-04,,,0,stage4,1,1,1,0
U001134,2024-04-17,Referral,Mobile,South,25-34,2024-04,2024-04-17,2024-04-19,2024-04-22,2024-04-24,,,0,stage4,1,1,1,0
U001135,2024-05-13,Organic,Desktop,South,18-24,2024-05,2024-05-13,2024-05-14,,,,,0,stage2,1,0,0,0
U001139,2024-06-20,Organic,Desktop,South,35-44,2024-06,2024-06-20,2024-06-22,2024-06-24,,,,0,stage3,1,1,0,0
U001140,2024-04-27,Social,Mobile,Central,25-34,2024-04,2024-04-27,,,,,,0,stage1,0,0,0,0
U001144,2024-04-27,Organic,Desktop,South,35-44,2024-04,2024-04-27,2024-04-29,,,,,0,stage2,1,0,0,0
U001145,2024-05-24,Organic,Mobile,North,55+,2024-05,2024-05-24,,,,,,0,stage1,0,0,0,0
U001151,2024-04-04,Referral,Mobile,West,18-24,2024-04,2024-04-04,2024-04-05,,,,,0,stage2,1,0,0,0
U001153,2024-04-22,Social,Desktop,South,35-44,2024-04,2024-04-22,2024-04-24,2024-04-27,,,,0,stage3,1,1,0,0
U001155,2024-06-16,Referral,Desktop,West,35-44,2024-06,2024-06-16,,,,,,0,stage1,0,0,0,0
U001156,2024-05-15,Organic,Mobile,South,55+,2024-05,2024-05-15,,,,,,0,stage1,0,0,0,0
U001158,2024-05-21,Organic,Desktop,South,55+,2024-05,2024-05-21,,,,,,0,stage1,0,0,0,0
U001165,2024-06-03,Social,Tablet,West,25-34,2024-06,2024-06-03,2024-06-03,,,,,0,stage2,1,0,0,0
U001167,2024-05-09,Paid_Search,Mobile,West,25-34,2024-05,2024-05-09,,,,,,0,stage1,0,0,0,0
U001168,2024-05-05,Social,Mobile,South,45-54,2024-05,2024-05-05,,,,,,0,stage1,0,0,0,0
U001174,2024-06-12,Referral,Mobile,Central,25-34,2024-06,2024-06-12,2024-06-13,,,,,0,stage2,1,0,0,0
U001177,2024-06-25,Paid_Search,Mobile,East,45-54,2024-06,2024-06-25,2024-06-25,,,,,0,stage2,1,0,0,0
U001178,2024-05-19,Referral,Mobile,Central,45-54,2024-05,2024-05-19,2024-05-19,,,,,0,stage2,1,0,0,0
U001179,2024-04-04,Social,Desktop,Central,35-44,2024-04,2024-04-04,,,,,,0,stage1,0,0,0,0
U001180,2024-05-29,Referral,Desktop,North,45-54,2024-05,2024-05-29,,,,,,0,stage1,0,0,0,0
U001181,2024-05-21,Organic,Desktop,North,25-34,2024-05,2024-05-21,,,,,,0,stage1,0,0,0,0
U001184,2024-04-03,Organic,Desktop,East,55+,2024-04,2024-04-03,2024-04-03,,,,,0,stage2,1,0,0,0
U001185,2024-04-01,Email,Mobile,Central,35-44,2024-04,2024-04-01,2024-04-01,2024-04-04,,,,0,stage3,1,1,0,0
U001189,2024-05-23,Referral,Mobile,South,55+,2024-05,2024-05-23,2024-05-24,2024-05-27,2024-05-29,,,0,stage4,1,1,1,0
U001193,2024-06-20,Paid_Search,Desktop,East,55+,2024-06,2024-06-20,2024-06-22,,,,,0,stage2,1,0,0,0
U001197,2024-04-07,Organic,Desktop,South,45-54,2024-04,2024-04-07,2024-04-07,2024-04-09,2024-04-09,2024-04-11,2024-04-12,1,Converted,1,1,1,1
U001203,2024-06-13,Referral,Mobile,Central,18-24,2024-06,2024-06-13,2024-06-15,,,,,0,stage2,1,0,0,0
U001204,2024-04-12,Social,Desktop,West,25-34,2024-04,2024-04-12,,,,,,0,stage1,0,0,0,0
U001205,2024-06-22,Organic,Desktop,East,45-54,2024-06,2024-06-22,2024-06-24,,,,,0,stage2,1,0,0,0
U001212,2024-04-21,Paid_Search,Desktop,Central,25-34,2024-04,2024-04-21,2024-04-23,,,,,0,stage2,1,0,0,0
U001213,2024-05-10,Email,Mobile,East,35-44,2024-05,2024-05-10,,,,,,0,stage1,0,0,0,0
U001215,2024-05-27,Organic,Desktop,East,25-34,2024-05,2024-05-27,,,,,,0,stage1,0,0,0,0
U001217,2024-06-30,Organic,Desktop,South,45-54,2024-06,2024-06-30,2024-07-01,,,,,0,stage2,1,0,0,0
U001219,2024-06-24,Paid_Search,Mobile,East,35-44,2024-06,2024-06-24,2024-06-26,2024-06-29,2024-07-01,,,0,stage4,1,1,1,0
U001220,2024-06-20,Referral,Mobile,Central,45-54,2024-06,2024-06-20,2024-06-20,,,,,0,stage2,1,0,0,0
U001221,2024-04-03,Organic,Mobile,South,18-24,2024-04,2024-04-03,2024-04-04,,,,,0,stage2,1,0,0,0
U001223,2024-06-18,Email,Mobile,Central,35-44,2024-06,2024-06-18,,,,,,0,stage1,0,0,0,0
U001228,2024-05-21,Referral,Mobile,West,25-34,2024-05,2024-05-21,2024-05-21,2024-05-22,,,,0,stage3,1,1,0,0
U001229,2024-04-17,Email,Mobile,Central,25-34,2024-04,2024-04-17,,,,,,0,stage1,0,0,0,0
U001230,2024-06-19,Social,Desktop,West,45-54,2024-06,2024-06-19,2024-06-20,2024-06-23,,,,0,stage3,1,1,0,0
U001232,2024-06-06,Organic,Mobile,North,25-34,2024-06,2024-06-06,2024-06-08,2024-06-10,,,,0,stage3,1,1,0,0
U001233,2024-04-13,Paid_Search,Mobile,South,25-34,2024-04,2024-04-13,2024-04-15,2024-04-16,,,,0,stage3,1,1,0,0
U001236,2024-05-28,Paid_Search,Desktop,West,45-54,2024-05,2024-05-28,,,,,,0,stage1,0,0,0,0
U001237,2024-06-04,Email,Mobile,North,18-24,2024-06,2024-06-04,2024-06-06,,,,,0,stage2,1,0,0,0
U001239,2024-04-23,Organic,Mobile,South,45-54,2024-04,2024-04-23,2024-04-25,2024-04-26,,,,0,stage3,1,1,0,0
U001240,2024-05-10,Referral,Mobile,South,18-24,2024-05,2024-05-10,2024-05-11,,,,,0,stage2,1,0,0,0
U001243,2024-06-18,Referral,Desktop,Central,25-34,2024-06,2024-06-18,2024-06-20,2024-06-23,2024-06-24,,,0,stage4,1,1,1,0
U001245,2024-06-21,Paid_Search,Desktop,North,35-44,2024-06,2024-06-21,2024-06-22,,,,,0,stage2,1,0,0,0
U001248,2024-05-01,Organic,Desktop,South,25-34,2024-05,2024-05-01,2024-05-03,,,,,0,stage2,1,0,0,0
U001250,2024-06-27,Organic,Mobile,South,25-34,2024-06,2024-06-27,2024-06-28,2024-06-30,2024-07-01,,,0,stage4,1,1,1,0
U001254,2024-05-12,Social,Mobile,West,45-54,2024-05,2024-05-12,,,,,,0,stage1,0,0,0,0
U001255,2024-04-28,Organic,Mobile,North,55+,2024-04,2024-04-28,,,,,,0,stage1,0,0,0,0
U001258,2024-05-15,Email,Desktop,South,25-34,2024-05,2024-05-15,2024-05-17,,,,,0,stage2,1,0,0,0
U001259,2024-06-01,Paid_Search,Desktop,East,55+,2024-06,2024-06-01,,,,,,0,stage1,0,0,0,0
U001261,2024-06-05,Social,Desktop,West,25-34,2024-06,2024-06-05,2024-06-07,2024-06-10,2024-06-11,,,0,stage4,1,1,1,0
U001262,2024-05-20,Paid_Search,Tablet,West,45-54,2024-05,2024-05-20,2024-05-21,,,,,0,stage2,1,0,0,0
U001264,2024-05-01,Paid_Search,Mobile,South,18-24,2024-05,2024-05-01,2024-05-02,2024-05-04,,,,0,stage3,1,1,0,0
U001266,2024-05-04,Organic,Desktop,West,18-24,2024-05,2024-05-04,2024-05-06,,,,,0,stage2,1,0,0,0
U001274,2024-04-14,Social,Mobile,East,18-24,2024-04,2024-04-14,2024-04-15,,,,,0,stage2,1,0,0,0
U001275,2024-05-18,Paid_Search,Mobile,South,25-34,2024-05,2024-05-18,,,,,,0,stage1,0,0,0,0
U001276,2024-04-29,Social,Tablet,West,25-34,2024-04,2024-04-29,,,,,,0,stage1,0,0,0,0
U001277,2024-04-16,Paid_Search,Mobile,Central,18-24,2024-04,2024-04-16,,,,,,0,stage1,0,0,0,0
U001279,2024-04-17,Organic,Mobile,North,35-44,2024-04,2024-04-17,2024-04-18,,,,,0,stage2,1,0,0,0
U001280,2024-05-29,Organic,Mobile,West,18-24,2024-05,2024-05-29,2024-05-31,2024-06-01,,,,0,stage3,1,1,0,0
U001281,2024-05-27,Referral,Mobile,South,25-34,2024-05,2024-05-27,,,,,,0,stage1,0,0,0,0
U001282,2024-04-07,Referral,Mobile,North,18-24,2024-04,2024-04-07,2024-04-08,,,,,0,stage2,1,0,0,0
U001285,2024-04-17,Referral,Mobile,North,55+,2024-04,2024-04-17,,,,,,0,stage1,0,0,0,0
U001286,2024-05-17,Organic,Tablet,East,35-44,2024-05,2024-05-17,,,,,,0,stage1,0,0,0,0
U001287,2024-05-19,Social,Desktop,North,25-34,2024-05,2024-05-19,,,,,,0,stage1,0,0,0,0
U001288,2024-06-03,Organic,Mobile,East,25-34,2024-06,2024-06-03,2024-06-03,,,,,0,stage2,1,0,0,0
U001289,2024-05-04,Organic,Mobile,North,45-54,2024-05,2024-05-04,2024-05-04,2024-05-06,,,,0,stage3,1,1,0,0
U001290,2024-04-21,Social,Desktop,Central,25-34,2024-04,2024-04-21,,,,,,0,stage1,0,0,0,0
U001291,2024-05-04,Paid_Search,Desktop,West,45-54,2024-05,2024-05-04,2024-05-04,2024-05-06,2024-05-07,,,0,stage4,1,1,1,0
U001292,2024-06-20,Email,Mobile,North,18-24,2024-06,2024-06-20,,,,,,0,stage1,0,0,0,0
U001293,2024-06-22,Social,Mobile,East,45-54,2024-06,2024-06-22,,,,,,0,stage1,0,0,0,0
U001294,2024-04-13,Paid_Search,Desktop,East,25-34,2024-04,2024-04-13,2024-04-15,,,,,0,stage2,1,0,0,0
U001296,2024-05-16,Email,Mobile,South,45-54,2024-05,2024-05-16,2024-05-16,,,,,0,stage2,1,0,0,0
U001297,2024-04-10,Referral,Desktop,North,25-34,2024-04,2024-04-10,2024-04-12,2024-04-15,2024-04-17,,,0,stage4,1,1,1,0
U001299,2024-04-28,Email,Mobile,East,35-44,2024-04,2024-04-28,,,,,,0,stage1,0,0,0,0
U001303,2024-04-26,Social,Mobile,Central,25-34,2024-04,2024-04-26,2024-04-27,2024-04-29,2024-04-30,,,0,stage4,1,1,1,0
U001305,2024-05-18,Referral,Desktop,Central,55+,2024-05,2024-05-18,2024-05-18,2024-05-20,2024-05-20,,,0,stage4,1,1,1,0
U001306,2024-06-15,Organic,Mobile,Central,25-34,2024-06,2024-06-15,2024-06-15,,,,,0,stage2,1,0,0,0
U001307,2024-06-15,Organic,Mobile,South,18-24,2024-06,2024-06-15,2024-06-15,,,,,0,stage2,1,0,0,0
U001311,2024-06-20,Organic,Desktop,West,55+,2024-06,2024-06-20,2024-06-20,2024-06-23,2024-06-23,2024-06-27,2024-06-29,1,Converted,1,1,1,1
U001314,2024-06-04,Organic,Mobile,South,25-34,2024-06,2024-06-04,,,,,,0,stage1,0,0,0,0
U001315,2024-06-04,Organic,Desktop,Central,35-44,2024-06,2024-06-04,,,,,,0,stage1,0,0,0,0
U001320,2024-05-27,Organic,Desktop,East,18-24,2024-05,2024-05-27,2024-05-29,2024-05-31,2024-06-01,,,0,stage4,1,1,1,0
U001323,2024-06-09,Organic,Mobile,North,25-34,2024-06,2024-06-09,,,,,,0,stage1,0,0,0,0
U001326,2024-06-24,Email,Mobile,East,18-24,2024-06,2024-06-24,,,,,,0,stage1,0,0,0,0
U001327,2024-06-02,Social,Mobile,West,55+,2024-06,2024-06-02,2024-06-02,,,,,0,stage2,1,0,0,0
U001328,2024-05-24,Organic,Desktop,East,35-44,2024-05,2024-05-24,,,,,,0,stage1,0,0,0,0
U001331,2024-04-19,Organic,Mobile,North,45-54,2024-04,2024-04-19,2024-04-21,2024-04-23,2024-04-23,2024-04-26,2024-04-26,1,Converted,1,1,1,1
U001332,2024-04-17,Social,Desktop,East,55+,2024-04,2024-04-17,2024-04-18,,,,,0,stage2,1,0,0,0
U001336,2024-05-13,Paid_Search,Mobile,East,45-54,2024-05,2024-05-13,2024-05-15,2024-05-17,,,,0,stage3,1,1,0,0
U001337,2024-06-06,Social,Mobile,South,18-24,2024-06,2024-06-06,2024-06-08,,,,,0,stage2,1,0,0,0
U001338,2024-05-03,Referral,Desktop,East,25-34,2024-05,2024-05-03,,,,,,0,stage1,0,0,0,0
U001339,2024-04-29,Paid_Search,Tablet,West,18-24,2024-04,2024-04-29,,,,,,0,stage1,0,0,0,0
U001340,2024-04-21,Paid_Search,Desktop,North,18-24,2024-04,2024-04-21,,,,,,0,stage1,0,0,0,0
U001341,2024-05-31,Organic,Desktop,South,35-44,2024-05,2024-05-31,2024-06-01,2024-06-03,2024-06-03,2024-06-04,2024-06-05,1,Converted,1,1,1,1
U001342,2024-04-25,Paid_Search,Desktop,Central,45-54,2024-04,2024-04-25,,,,,,0,stage1,0,0,0,0
U001344,2024-04-28,Referral,Mobile,East,25-34,2024-04,2024-04-28,,,,,,0,stage1,0,0,0,0
U001345,2024-05-25,Paid_Search,Mobile,Central,18-24,2024-05,2024-05-25,2024-05-27,2024-05-30,,,,0,stage3,1,1,0,0
U001346,2024-04-07,Email,Mobile,Central,25-34,2024-04,2024-04-07,,,,,,0,stage1,0,0,0,0
U001352,2024-06-01,Organic,Desktop,Central,45-54,2024-06,2024-06-01,2024-06-03,2024-06-05,,,,0,stage3,1,1,0,0
U001353,2024-05-22,Referral,Mobile,North,55+,2024-05,2024-05-22,2024-05-22,,,,,0,stage2,1,0,0,0
U001354,2024-05-12,Social,Desktop,East,25-34,2024-05,2024-05-12,2024-05-12,2024-05-13,,,,0,stage3,1,1,0,0
U001356,2024-05-05,Organic,Mobile,North,25-34,2024-05,2024-05-05,2024-05-07,,,,,0,stage2,1,0,0,0
U001360,2024-05-01,Referral,Mobile,South,55+,2024-05,2024-05-01,2024-05-03,2024-05-06,,,,0,stage3,1,1,0,0
U001362,2024-05-20,Email,Mobile,South,25-34,2024-05,2024-05-20,2024-05-21,2024-05-23,,,,0,stage3,1,1,0,0
U001363,2024-06-28,Referral,Desktop,South,45-54,2024-06,2024-06-28,,,,,,0,stage1,0,0,0,0
U001364,2024-04-26,Social,Mobile,West,18-24,2024-04,2024-04-26,2024-04-27,2024-04-29,,,,0,stage3,1,1,0,0
U001368,2024-05-17,Referral,Desktop,West,18-24,2024-05,2024-05-17,,,,,,0,stage1,0,0,0,0
U001369,2024-06-25,Organic,Mobile,North,18-24,2024-06,2024-06-25,2024-06-25,2024-06-26,2024-06-26,2024-06-30,2024-07-01,1,Converted,1,1,1,1
U001370,2024-05-30,Organic,Desktop,South,35-44,2024-05,2024-05-30,2024-06-01,,,,,0,stage2,1,0,0,0
U001371,2024-06-01,Referral,Mobile,West,25-34,2024-06,2024-06-01,2024-06-02,,,,,0,stage2,1,0,0,0
U001378,2024-05-16,Organic,Mobile,North,35-44,2024-05,2024-05-16,,,,,,0,stage1,0,0,0,0
U001381,2024-05-21,Paid_Search,Desktop,East,45-54,2024-05,2024-05-21,,,,,,0,stage1,0,0,0,0
U001386,2024-05-02,Referral,Desktop,North,25-34,2024-05,2024-05-02,2024-05-02,2024-05-03,2024-05-04,2024-05-08,,0,stage5,1,1,1,1
U001388,2024-06-10,Organic,Desktop,South,45-54,2024-06,2024-06-10,,,,,,0,stage1,0,0,0,0
U001389,2024-06-24,Organic,Mobile,Central,25-34,2024-06,2024-06-24,,,,,,0,stage1,0,0,0,0
U001396,2024-05-22,Referral,Mobile,South,25-34,2024-05,2024-05-22,,,,,,0,stage1,0,0,0,0
U001397,2024-04-16,Organic,Mobile,Central,18-24,2024-04,2024-04-16,,,,,,0,stage1,0,0,0,0
U001398,2024-06-04,Referral,Desktop,South,18-24,2024-06,2024-06-04,2024-06-06,,,,,0,stage2,1,0,0,0
U001399,2024-06-07,Referral,Mobile,West,45-54,2024-06,2024-06-07,2024-06-07,,,,,0,stage2,1,0,0,0
U001400,2024-05-13,Social,Desktop,North,25-34,2024-05,2024-05-13,2024-05-14,2024-05-16,2024-05-17,2024-05-20,2024-05-22,1,Converted,1,1,1,1
U001401,2024-04-19,Organic,Desktop,Central,18-24,2024-04,2024-04-19,,,,,,0,stage1,0,0,0,0
U001403,2024-05-25,Referral,Mobile,North,25-34,2024-05,2024-05-25,2024-05-27,2024-05-28,2024-05-30,,,0,stage4,1,1,1,0
U001406,2024-06-18,Paid_Search,Mobile,East,35-44,2024-06,2024-06-18,2024-06-18,,,,,0,stage2,1,0,0,0
U001409,2024-04-14,Paid_Search,Mobile,East,18-24,2024-04,2024-04-14,2024-04-15,,,,,0,stage2,1,0,0,0
U001410,2024-06-25,Organic,Desktop,North,25-34,2024-06,2024-06-25,,,,,,0,stage1,0,0,0,0
U001411,2024-06-01,Paid_Search,Mobile,South,25-34,2024-06,2024-06-01,,,,,,0,stage1,0,0,0,0
U001412,2024-04-30,Paid_Search,Desktop,Central,25-34,2024-04,2024-04-30,,,,,,0,stage1,0,0,0,0
U001416,2024-04-26,Referral,Mobile,South,55+,2024-04,2024-04-26,2024-04-26,2024-04-29,2024-04-29,2024-05-02,2024-05-04,1,Converted,1,1,1,1
U001417,2024-05-30,Paid_Search,Mobile,West,25-34,2024-05,2024-05-30,,,,,,0,stage1,0,0,0,0
U001418,2024-06-18,Social,Mobile,West,25-34,2024-06,2024-06-18,,,,,,0,stage1,0,0,0,0
U001421,2024-05-19,Organic,Desktop,South,25-34,2024-05,2024-05-19,2024-05-19,2024-05-22,2024-05-22,2024-05-25,2024-05-25,1,Converted,1,1,1,1
U001424,2024-05-25,Paid_Search,Desktop,South,45-54,2024-05,2024-05-25,,,,,,0,stage1,0,0,0,0
U001426,2024-04-22,Social,Mobile,South,18-24,2024-04,2024-04-22,2024-04-22,,,,,0,stage2,1,0,0,0
U001427,2024-04-29,Paid_Search,Mobile,South,18-24,2024-04,2024-04-29,2024-05-01,,,,,0,stage2,1,0,0,0
