user_id,entry_date,segment,device,region,age_group,month,stage1_date,stage2_date,stage3_date,stage4_date,stage5_date,conversion_date,converted,exit_stage,stage2_reached,stage3_reached,stage4_reached,stage5_reached
U001053,2024-01-03,Email,Desktop,South,35-44,2024-01,2024-01-03,2024-01-05,2024-01-08,,,,0,stage3,1,1,0,0
U001054,2024-01-30,Paid_Search,Tablet,Central,18-24,2024-01,2024-01-30,2024-02-01,2024-02-04,2024-02-05,2024-02-08,2024-02-08,1,Converted,1,1,1,1
U001055,2024-03-16,Organic,Mobile,Central,18-24,2024-03,2024-03-16,,,,,,0,stage1,0,0,0,0
U001057,2024-02-10,Referral,Desktop,South,18-24,2024-02,2024-02-10,2024-02-11,,,,,0,stage2,1,0,0,0
U001058,2024-01-01,Email,Mobile,South,45-54,2024-01,2024-01-01,2024-01-03,,,,,0,stage2,1,0,0,0
U001059,2024-03-08,Social,Mobile,West,45-54,2024-03,2024-03-08,2024-03-10,,,,,0,stage2,1,0,0,0
U001060,2024-02-15,Paid_Search,Desktop,South,45-54,2024-02,2024-02-15,2024-02-17,2024-02-18,,,,0,stage3,1,1,0,0
U001064,2024-02-20,Paid_Search,Desktop,South,18-24,2024-02,2024-02-20,2024-02-20,,,,,0,stage2,1,0,0,0
U001069,2024-01-15,Organic,Desktop,West,35-44,2024-01,2024-01-15,,,,,,0,stage1,0,0,0,0
U001070,2024-03-02,Paid_Search,Mobile,Central,25-34,2024-03,2024-03-02,,,,,,0,stage1,0,0,0,0
U001072,2024-01-22,Organic,Desktop,Central,35-44,2024-01,2024-01-22,2024-01-24,,,,,0,stage2,1,0,0,0
U001074,2024-02-02,Social,Mobile,East,25-34,2024-02,2024-02-02,2024-02-02,,,,,0,stage2,1,0,0,0
U001077,2024-03-08,Social,Tablet,West,35-44,2024-03,2024-03-08,2024-03-10,,,,,0,stage2,1,0,0,0
U001080,2024-02-24,Social,Desktop,East,25-34,2024-02,2024-02-24,2024-02-26,2024-02-29,,,,0,stage3,1,1,0,0
U001082,2024-02-21,Email,Desktop,South,25-34,2024-02,2024-02-21,2024-02-23,,,,,0,stage2,1,0,0,0
U001083,2024-03-20,Referral,Mobile,West,35-44,2024-03,2024-03-20,2024-03-21,2024-03-24,,,,0,stage3,1,1,0,0
U001087,2024-03-27,Email,Mobile,East,45-54,2024-03,2024-03-27,2024-03-27,,,,,0,stage2,1,0,0,0
U001089,2024-02-26,Paid_Search,Mobile,West,25-34,2024-02,2024-02-26,2024-02-26,2024-02-27,2024-02-29,2024-03-01,2024-03-01,1,Converted,1,1,1,1
U001090,2024-01-18,Referral,Mobile,South,45-54,2024-01,2024-01-18,2024-01-18,,,,,0,stage2,1,0,0,0
U001091,2024-03-25,Organic,Mobile,North,18-24,2024-03,2024-03-25,2024-03-25,2024-03-28,2024-03-28,2024-03-31,2024-04-02,1,Converted,1,1,1,1
U001097,2024-02-18,Organic,Mobile,South,18-24,2024-02,2024-02-18,2024-02-18,2024-02-19,2024-02-21,2024-02-25,,0,stage5,1,1,1,1
U001098,2024-03-31,Referral,Desktop,West,25-34,2024-03,2024-03-31,2024-04-01,2024-04-03,,,,0,stage3,1,1,0,0
U001100,2024-01-14,Referral,Mobile,Central,35-44,2024-01,2024-01-14,2024-01-16,2024-01-19,2024-01-21,2024-01-22,2024-01-22,1,Converted,1,1,1,1
U001102,2024-03-04,Organic,Mobile,Central,45-54,2024-03,2024-03-04,,,,,,0,stage1,0,0,0,0
U001103,2024-02-19,Organic,Mobile,West,55+,2024-02,2024-02-19,2024-02-19,,,,,0,stage2,1,0,0,0
U001108,2024-01-24,Social,Tablet,North,35-44,2024-01,2024-01-24,,,,,,0,stage1,0,0,0,0
U001109,2024-03-01,Organic,Mobile,West,35-44,2024-03,2024-03-01,,,,,,0,stage1,0,0,0,0
U001110,2024-02-12,Organic,Desktop,North,18-24,2024-02,2024-02-12,2024-02-13,,,,,0,stage2,1,0,0,0
U001112,2024-02-24,Paid_Search,Mobile,East,25-34,2024-02,2024-02-24,,,,,,0,stage1,0,0,0,0
U001114,2024-02-12,Referral,Mobile,Central,35-44,2024-02,2024-02-12,2024-02-13,2024-02-14,,,,0,stage3,1,1,0,0
U001120,2024-02-09,Referral,Mobile,East,55+,2024-02,2024-02-09,2024-02-09,,,,,0,stage2,1,0,0,0
U001121,2024-03-16,Paid_Search,Desktop,North,45-54,2024-03,2024-03-16,,,,,,0,stage1,0,0,0,0
U001122,2024-02-25,Referral,Desktop,Central,35-44,2024-02,2024-02-25,2024-02-25,2024-02-28,,,,0,stage3,1,1,0,0
U001124,2024-03-21,Social,Mobile,Central,45-54,2024-03,2024-03-21,2024-03-21,,,,,0,stage2,1,0,0,0
U001125,2024-01-13,Paid_Search,Mobile,South,45-54,2024-01,2024-01-13,2024-01-15,2024-01-17,,,,0,stage3,1,1,0,0
U001128,2024-01-15,Paid_Search,Desktop,South,35-44,2024-01,2024-01-15,2024-01-17,2024-01-18,,,,0,stage3,1,1,0,0
U001129,2024-02-17,Organic,Tablet,North,25-34,2024-02,2024-02-17,2024-02-17,,,,,0,stage2,1,0,0,0
U001132,2024-01-31,Paid_Search,Mobile,East,25-34,2024-01,2024-01-31,2024-02-02,2024-02-03,2024-02-05,,,0,stage4,1,1,1,0
U001136,2024-03-07,Social,Desktop,South,35-44,2024-03,2024-03-07,2024-03-07,2024-03-10,,,,0,stage3,1,1,0,0
U001137,2024-03-21,Organic,Mobile,North,18-24,2024-03,2024-03-21,2024-03-21,,,,,0,stage2,1,0,0,0
U001138,2024-03-08,Paid_Search,Desktop,West,25-34,2024-03,2024-03-08,2024-03-09,2024-03-10,,,,0,stage3,1,1,0,0
U001141,2024-03-21,Social,Mobile,North,25-34,2024-03,2024-03-21,,,,,,0,stage1,0,0,0,0
U001142,2024-01-19,Referral,Mobile,North,45-54,2024-01,2024-01-19,,,,,,0,stage1,0,0,0,0
U001143,2024-01-03,Paid_Search,Mobile,South,18-24,2024-01,2024-01-03,,,,,,0,stage1,0,0,0,0
U001146,2024-01-26,Referral,Desktop,West,18-24,2024-01,2024-01-26,,,,,,0,stage1,0,0,0,0
U001147,2024-01-19,Paid_Search,Mobile,East,18-24,2024-01,2024-01-19,2024-01-21,,,,,0,stage2,1,0,0,0
U001148,2024-02-24,Organic,Desktop,South,25-34,2024-02,2024-02-24,2024-02-26,2024-02-28,,,,0,stage3,1,1,0,0
U001149,2024-02-03,Organic,Desktop,East,35-44,2024-02,2024-02-03,,,,,,0,stage1,0,0,0,0
U001150,2024-03-30,Referral,Mobile,North,25-34,2024-03,2024-03-30,2024-03-30,2024-03-31,,,,0,stage3,1,1,0,0
U001152,2024-02-10,Paid_Search,Desktop,East,25-34,2024-02,2024-02-10,,,,,,0,stage1,0,0,0,0
U001154,2024-03-18,Organic,Tablet,East,18-24,2024-03,2024-03-18,2024-03-20,,,,,0,stage2,1,0,0,0
U001157,2024-01-03,Organic,Desktop,Central,18-24,2024-01,2024-01-03,2024-01-05,,,,,0,stage2,1,0,0,0
U001159,2024-03-17,Email,Mobile,Central,45-54,2024-03,2024-03-17,2024-03-19,,,,,0,stage2,1,0,0,0
U001160,2024-01-27,Organic,Desktop,South,18-24,2024-01,2024-01-27,2024-01-27,,,,,0,stage2,1,0,0,0
U001161,2024-03-08,Paid_Search,Desktop,North,25-34,2024-03,2024-03-08,2024-03-08,,,,,0,stage2,1,0,0,0
U001162,2024-01-28,Paid_Search,Desktop,Central,35-44,2024-01,2024-01-28,2024-01-30,2024-02-02,,,,0,stage3,1,1,0,0
U001163,2024-02-09,Organic,Desktop,East,55+,2024-02,2024-02-09,,,,,,0,stage1,0,0,0,0
U001164,2024-03-10,Email,Mobile,West,25-34,2024-03,2024-03-10,2024-03-11,,,,,0,stage2,1,0,0,0
U001166,2024-03-28,Organic,Mobile,South,25-34,2024-03,2024-03-28,2024-03-28,2024-03-31,2024-04-02,2024-04-05,,0,stage5,1,1,1,1
U001169,2024-03-05,Paid_Search,Desktop,North,55+,2024-03,2024-03-05,2024-03-05,,,,,0,stage2,1,0,0,0
U001170,2024-01-24,Referral,Desktop,East,25-34,2024-01,2024-01-24,2024-01-26,2024-01-28,2024-01-29,,,0,stage4,1,1,1,0
U001171,2024-01-12,Paid_Search,Mobile,Central,45-54,2024-01,2024-01-12,,,,,,0,stage1,0,0,0,0
U001172,2024-01-01,Email,Mobile,South,45-54,2024-01,2024-01-01,,,,,,0,stage1,0,0,0,0
U001173,2024-03-26,Organic,Desktop,South,25-34,2024-03,2024-03-26,2024-03-26,,,,,0,stage2,1,0,0,0
U001175,2024-02-11,Email,Desktop,West,35-44,2024-02,2024-02-11,2024-02-13,2024-02-15,2024-02-17,2024-02-21,2024-02-23,1,Converted,1,1,1,1
U001176,2024-01-03,Referral,Mobile,North,25-34,2024-01,2024-01-03,2024-01-03,2024-01-04,,,,0,stage3,1,1,0,0
U001182,2024-02-07,Organic,Desktop,Central,35-44,2024-02,2024-02-07,2024-02-08,2024-02-09,,,,0,stage3,1,1,0,0
U001183,2024-01-11,Email,Desktop,South,35-44,2024-01,2024-01-11,2024-01-12,,,,,0,stage2,1,0,0,0
U001186,2024-03-04,Organic,Desktop,South,35-44,2024-03,2024-03-04,2024-03-06,,,,,0,stage2,1,0,0,0
U001187,2024-01-27,Email,Tablet,West,18-24,2024-01,2024-01-27,,,,,,0,stage1,0,0,0,0
U001188,2024-03-31,Organic,Mobile,South,25-34,2024-03,2024-03-31,,,,,,0,stage1,0,0,0,0
U001190,2024-02-09,Referral,Mobile,North,35-44,2024-02,2024-02-09,2024-02-09,2024-02-10,,,,0,stage3,1,1,0,0
U001191,2024-02-15,Organic,Mobile,Central,25-34,2024-02,2024-02-15,2024-02-16,2024-02-17,2024-02-17,,,0,stage4,1,1,1,0
U001192,2024-03-26,Paid_Search,Desktop,South,25-34,2024-03,2024-03-26,2024-03-27,,,,,0,stage2,1,0,0,0
U001194,2024-03-04,Social,Desktop,Central,45-54,2024-03,2024-03-04,,,,,,0,stage1,0,0,0,0
U001195,2024-03-09,Organic,Mobile,Central,35-44,2024-03,2024-03-09,,,,,,0,stage1,0,0,0,0
U001196,2024-02-10,Paid_Search,Mobile,North,35-44,2024-02,2024-02-10,2024-02-12,2024-02-13,,,,0,stage3,1,1,0,0
U001198,2024-03-30,Paid_Search,Desktop,South,35-44,2024-03,2024-03-30,,,,,,0,stage1,0,0,0,0
U001199,2024-03-19,Social,Mobile,East,18-24,2024-03,2024-03-19,2024-03-19,,,,,0,stage2,1,0,0,0
U001200,2024-02-27,Organic,Mobile,East,35-44,2024-02,2024-02-27,2024-02-27,2024-03-01,2024-03-01,2024-03-05,2024-03-06,1,Converted,1,1,1,1
U001201,2024-03-12,Paid_Search,Mobile,North,25-34,2024-03,2024-03-12,2024-03-12,,,,,0,stage2,1,0,0,0
U001202,2024-03-12,Referral,Desktop,North,18-24,2024-03,2024-03-12,2024-03-13,,,,,0,stage2,1,0,0,0
U001206,2024-03-25,Paid_Search,Desktop,North,18-24,2024-03,2024-03-25,2024-03-25,2024-03-26,,,,0,stage3,1,1,0,0
U001207,2024-03-07,Organic,Tablet,South,18-24,2024-03,2024-03-07,,,,,,0,stage1,0,0,0,0
U001208,2024-02-15,Referral,Mobile,East,35-44,2024-02,2024-02-15,2024-02-17,,,,,0,stage2,1,0,0,0
U001209,2024-03-08,Email,Desktop,North,35-44,2024-03,2024-03-08,2024-03-08,2024-03-09,2024-03-11,2024-03-15,,0,stage5,1,1,1,1
U001210,2024-03-29,Referral,Desktop,East,25-34,2024-03,2024-03-29,2024-03-31,,,,,0,stage2,1,0,0,0
U001211,2024-03-21,Organic,Desktop,East,25-34,2024-03,2024-03-21,,,,,,0,stage1,0,0,0,0
U001214,2024-01-30,Organic,Desktop,Central,18-24,2024-01,2024-01-30,2024-01-31,,,,,0,stage2,1,0,0,0
U001216,2024-02-18,Paid_Search,Mobile,South,35-44,2024-02,2024-02-18,2024-02-19,2024-02-20,,,,0,stage3,1,1,0,0
U001218,2024-01-01,Paid_Search,Mobile,North,18-24,2024-01,2024-01-01,2024-01-03,2024-01-06,,,,0,stage3,1,1,0,0
U001222,2024-01-18,Organic,Mobile,East,55+,2024-01,2024-01-18,2024-01-20,2024-01-22,2024-01-24,2024-01-27,,0,stage5,1,1,1,1
U001224,2024-02-01,Paid_Search,Mobile,East,35-44,2024-02,2024-02-01,2024-02-03,2024-02-05,2024-02-07,,,0,stage4,1,1,1,0
U001225,2024-03-20,Organic,Desktop,Central,18-24,2024-03,2024-03-20,2024-03-22,2024-03-24,,,,0,stage3,1,1,0,0
U001226,2024-03-24,Organic,Desktop,Central,55+,2024-03,2024-03-24,2024-03-25,2024-03-28,,,,0,stage3,1,1,0,0
U001227,2024-03-16,Social,Desktop,North,55+,2024-03,2024-03-16,,,,,,0,stage1,0,0,0,0
U001231,2024-02-14,Social,Desktop,West,25-34,2024-02,2024-02-14,,,,,,0,stage1,0,0,0,0
U001234,2024-03-18,Referral,Desktop,East,25-34,2024-03,2024-03-18,,,,,,0,stage1,0,0,0,0
U001235,2024-03-14,Paid_Search,Mobile,North,25-34,2024-03,2024-03-14,2024-03-14,2024-03-16,,,,0,stage3,1,1,0,0
U001238,2024-03-23,Organic,Desktop,North,55+,2024-03,2024-03-23,2024-03-24,2024-03-26,,,,0,stage3,1,1,0,0
U001241,2024-02-13,Organic,Mobile,West,18-24,2024-02,2024-02-13,2024-02-15,2024-02-16,,,,0,stage3,1,1,0,0
U001242,2024-03-13,Paid_Search,Desktop,East,18-24,2024-03,2024-03-13,2024-03-15,,,,,0,stage2,1,0,0,0
U001244,2024-01-24,Email,Mobile,South,45-54,2024-01,2024-01-24,2024-01-24,,,,,0,stage2,1,0,0,0
U001246,2024-02-27,Organic,Desktop,Central,25-34,2024-02,2024-02-27,2024-02-27,2024-02-28,,,,0,stage3,1,1,0,0
U001247,2024-01-07,Referral,Mobile,South,25-34,2024-01,2024-01-07,2024-01-07,2024-01-08,,,,0,stage3,1,1,0,0
U001249,2024-01-19,Email,Mobile,North,35-44,2024-01,2024-01-19,2024-01-20,2024-01-22,2024-01-24,2024-01-26,,0,stage5,1,1,1,1
U001251,2024-03-03,Organic,Mobile,Central,35-44,2024-03,2024-03-03,2024-03-03,2024-03-06,2024-03-08,,,0,stage4,1,1,1,0
U001252,2024-01-02,Email,Desktop,East,35-44,2024-01,2024-01-02,2024-01-02,2024-01-04,,,,0,stage3,1,1,0,0
U001253,2024-02-26,Email,Mobile,West,25-34,2024-02,2024-02-26,2024-02-26,2024-02-29,,,,0,stage3,1,1,0,0
U001256,2024-01-13,Paid_Search,Desktop,East,35-44,2024-01,2024-01-13,2024-01-15,,,,,0,stage2,1,0,0,0
U001257,2024-03-04,Organic,Desktop,West,35-44,2024-03,2024-03-04,2024-03-04,2024-03-06,2024-03-06,2024-03-10,2024-03-12,1,Converted,1,1,1,1
U001260,2024-03-22,Organic,Tablet,North,45-54,2024-03,2024-03-22,2024-03-23,,,,,0,stage2,1,0,0,0
U001263,2024-02-10,Email,Mobile,East,45-54,2024-02,2024-02-10,2024-02-12,,,,,0,stage2,1,0,0,0
U001265,2024-03-04,Paid_Search,Tablet,East,25-34,2024-03,2024-03-04,2024-03-06,2024-03-08,2024-03-10,,,0,stage4,1,1,1,0
U001267,2024-03-02,Paid_Search,Mobile,Central,18-24,2024-03,2024-03-02,,,,,,0,stage1,0,0,0,0
U001268,2024-03-11,Email,Mobile,North,18-24,2024-03,2024-03-11,2024-03-12,2024-03-13,,,,0,stage3,1,1,0,0
U001269,2024-03-14,Organic,Mobile,Central,45-54,2024-03,2024-03-14,2024-03-14,2024-03-16,,,,0,stage3,1,1,0,0
U001270,2024-03-26,Paid_Search,Mobile,North,45-54,2024-03,2024-03-26,2024-03-27,2024-03-30,,,,0,stage3,1,1,0,0
U001271,2024-01-21,Paid_Search,Desktop,West,45-54,2024-01,2024-01-21,2024-01-21,2024-01-22,,,,0,stage3,1,1,0,0
U001272,2024-02-29,Organic,Mobile,West,18-24,2024-02,2024-02-29,2024-03-01,2024-03-04,2024-03-04,2024-03-06,,0,stage5,1,1,1,1
U001273,2024-01-17,Social,Tablet,East,18-24,2024-01,2024-01-17,2024-01-18,,,,,0,stage2,1,0,0,0
U001278,2024-01-16,Paid_Search,Desktop,West,45-54,2024-01,2024-01-16,2024-01-16,,,,,0,stage2,1,0,0,0
U001283,2024-01-02,Organic,Mobile,North,55+,2024-01,2024-01-02,2024-01-03,,,,,0,stage2,1,0,0,0
U001284,2024-03-17,Referral,Mobile,North,18-24,2024-03,2024-03-17,2024-03-18,,,,,0,stage2,1,0,0,0
U001295,2024-02-12,Social,Desktop,West,18-24,2024-02,2024-02-12,2024-02-13,2024-02-14,2024-02-16,,,0,stage4,1,1,1,0
U001298,2024-01-07,Organic,Desktop,North,55+,2024-01,2024-01-07,2024-01-07,2024-01-10,2024-01-11,2024-01-13,,0,stage5,1,1,1,1
U001300,2024-02-16,Referral,Mobile,South,35-44,2024-02,2024-02-16,2024-02-16,,,,,0,stage2,1,0,0,0
U001301,2024-03-07,Paid_Search,Desktop,North,35-44,2024-03,2024-03-07,2024-03-08,,,,,0,stage2,1,0,0,0
U001302,2024-03-24,Organic,Desktop,East,35-44,2024-03,2024-03-24,2024-03-24,,,,,0,stage2,1,0,0,0
U001304,2024-03-12,Referral,Desktop,East,25-34,2024-03,2024-03-12,2024-03-13,2024-03-15,2024-03-15,2024-03-19,2024-03-19,1,Converted,1,1,1,1
U001308,2024-01-08,Organic,Mobile,South,55+,2024-01,2024-01-08,2024-01-08,2024-01-09,,,,0,stage3,1,1,0,0
U001309,2024-01-06,Social,Mobile,West,25-34,2024-01,2024-01-06,2024-01-08,2024-01-09,2024-01-09,,,0,stage4,1,1,1,0
U001310,2024-02-02,Paid_Search,Mobile,West,45-54,2024-02,2024-02-02,2024-02-03,,,,,0,stage2,1,0,0,0
U001312,2024-03-06,Email,Mobile,South,45-54,2024-03,2024-03-06,2024-03-07,,,,,0,stage2,1,0,0,0
U001313,2024-02-12,Organic,Mobile,North,18-24,2024-02,2024-02-12,,,,,,0,stage1,0,0,0,0
U001316,2024-01-30,Organic,Mobile,South,35-44,2024-01,2024-01-30,,,,,,0,stage1,0,0,0,0
U001317,2024-02-11,Organic,Desktop,North,35-44,2024-02,2024-02-11,2024-02-12,,,,,0,stage2,1,0,0,0
U001318,2024-01-28,Referral,Mobile,North,18-24,2024-01,2024-01-28,2024-01-30,2024-01-31,,,,0,stage3,1,1,0,0
U001319,2024-03-20,Referral,Mobile,North,45-54,2024-03,2024-03-20,,,,,,0,stage1,0,0,0,0
U001321,2024-02-20,Social,Desktop,East,25-34,2024-02,2024-02-20,,,,,,0,stage1,0,0,0,0
U001322,2024-01-20,Paid_Search,Mobile,East,45-54,2024-01,2024-01-20,2024-01-22,2024-01-25,,,,0,stage3,1,1,0,0
U001324,2024-03-03,Paid_Search,Mobile,Central,45-54,2024-03,2024-03-03,,,,,,0,stage1,0,0,0,0
U001325,2024-01-27,Organic,Mobile,Central,45-54,2024-01,2024-01-27,2024-01-29,2024-01-31,,,,0,stage3,1,1,0,0
U001329,2024-01-11,Paid_Search,Desktop,East,18-24,2024-01,2024-01-11,,,,,,0,stage1,0,0,0,0
U001330,2024-03-29,Social,Mobile,Central,55+,2024-03,2024-03-29,2024-03-31,,,,,0,stage2,1,0,0,0
U001333,2024-01-28,Referral,Desktop,North,45-54,2024-01,2024-01-28,2024-01-29,2024-01-31,2024-02-02,2024-02-06,2024-02-08,1,Converted,1,1,1,1
U001334,2024-02-09,Referral,Desktop,North,35-44,2024-02,2024-02-09,2024-02-10,,,,,0,stage2,1,0,0,0
U001335,2024-02-15,Social,Mobile,West,25-34,2024-02,2024-02-15,2024-02-17,,,,,0,stage2,1,0,0,0
U001343,2024-03-03,Social,Desktop,South,55+,2024-03,2024-03-03,,,,,,0,stage1,0,0,0,0
U001347,2024-03-27,Social,Desktop,North,55+,2024-03,2024-03-27,,,,,,0,stage1,0,0,0,0
U001348,2024-01-08,Paid_Search,Desktop,South,45-54,2024-01,2024-01-08,2024-01-09,,,,,0,stage2,1,0,0,0
U001349,2024-03-24,Paid_Search,Mobile,South,18-24,2024-03,2024-03-24,2024-03-24,2024-03-26,,,,0,stage3,1,1,0,0
U001350,2024-02-24,Organic,Mobile,West,18-24,2024-02,2024-02-24,,,,,,0,stage1,0,0,0,0
U001351,2024-03-31,Social,Desktop,East,45-54,2024-03,2024-03-31,2024-04-01,2024-04-03,2024-04-04,,,0,stage4,1,1,1,0
U001355,2024-03-02,Referral,Desktop,East,35-44,2024-03,2024-03-02,2024-03-04,2024-03-06,,,,0,stage3,1,1,0,0
U001357,2024-03-02,Email,Desktop,West,35-44,2024-03,2024-03-02,2024-03-04,2024-03-06,2024-03-08,2024-03-12,2024-03-13,1,Converted,1,1,1,1
U001358,2024-01-05,Organic,Mobile,South,55+,2024-01,2024-01-05,2024-01-05,2024-01-07,2024-01-07,2024-01-11,2024-01-13,1,Converted,1,1,1,1
U001359,2024-03-03,Organic,Mobile,North,18-24,2024-03,2024-03-03,2024-03-04,2024-03-07,2024-03-09,2024-03-12,,0,stage5,1,1,1,1
U001361,2024-03-29,Organic,Mobile,East,45-54,2024-03,2024-03-29,2024-03-30,,,,,0,stage2,1,0,0,0
U001365,2024-03-05,Referral,Mobile,South,25-34,2024-03,2024-03-05,2024-03-05,2024-03-06,2024-03-08,,,0,stage4,1,1,1,0
U001366,2024-02-19,Organic,Mobile,South,55+,2024-02,2024-02-19,,,,,,0,stage1,0,0,0,0
U001367,2024-03-21,Referral,Mobile,East,18-24,2024-03,2024-03-21,2024-03-21,,,,,0,stage2,1,0,0,0
U001372,2024-01-26,Paid_Search,Desktop,Central,45-54,2024-01,2024-01-26,,,,,,0,stage1,0,0,0,0
U001373,2024-02-19,Paid_Search,Mobile,East,25-34,2024-02,2024-02-19,,,,,,0,stage1,0,0,0,0
U001374,2024-03-16,Referral,Desktop,South,18-24,2024-03,2024-03-16,2024-03-16,2024-03-18,,,,0,stage3,1,1,0,0
U001375,2024-02-15,Paid_Search,Mobile,North,35-44,2024-02,2024-02-15,,,,,,0,stage1,0,0,0,0
U001376,2024-03-18,Paid_Search,Mobile,South,25-34,2024-03,2024-03-18,,,,,,0,stage1,0,0,0,0
U001377,2024-01-04,Referral,Mobile,North,55+,2024-01,2024-01-04,2024-01-06,,,,,0,stage2,1,0,0,0
U001379,2024-02-02,Paid_Search,Mobile,North,25-34,2024-02,2024-02-02,2024-02-03,2024-02-04,,,,0,stage3,1,1,0,0
U001380,2024-01-14,Paid_Search,Mobile,Central,18-24,2024-01,2024-01-14,,,,,,0,stage1,0,0,0,0
U001382,2024-03-15,Organic,Tablet,South,25-34,2024-03,2024-03-15,2024-03-17,2024-03-18,2024-03-20,2024-03-24,2024-03-24,1,Converted,1,1,1,1
U001383,2024-01-04,Social,Desktop,East,25-34,2024-01,2024-01-04,2024-01-06,2024-01-08,2024-01-09,2024-01-13,2024-01-14,1,Converted,1,1,1,1
U001384,2024-03-28,Email,Desktop,South,35-44,2024-03,2024-03-28,2024-03-28,2024-03-29,,,,0,stage3,1,1,0,0
U001385,2024-03-05,Paid_Search,Mobile,Central,45-54,2024-03,2024-03-05,,,,,,0,stage1,0,0,0,0
U001387,2024-01-19,Email,Desktop,East,45-54,2024-01,2024-01-19,2024-01-21,,,,,0,stage2,1,0,0,0
U001390,2024-01-14,Referral,Mobile,South,25-34,2024-01,2024-01-14,,,,,,0,stage1,0,0,0,0
U001391,2024-02-08,Paid_Search,Mobile,East,35-44,2024-02,2024-02-08,,,,,,0,stage1,0,0,0,0
U001392,2024-02-08,Email,Mobile,Central,45-54,2024-02,2024-02-08,2024-02-10,,,,,0,stage2,1,0,0,0
U001393,2024-03-18,Organic,Mobile,Central,25-34,2024-03,2024-03-18,,,,,,0,stage1,0,0,0,0
U001394,2024-01-22,Social,Mobile,Central,25-34,2024-01,2024-01-22,2024-01-22,,,,,0,stage2,1,0,0,0
U001395,2024-01-31,Email,Mobile,East,35-44,2024-01,2024-01-31,,,,,,0,stage1,0,0,0,0
U001402,2024-03-19,Paid_Search,Mobile,North,35-44,2024-03,2024-03-19,,,,,,0,stage1,0,0,0,0
