seller_id,first_active_month,last_active_month,seller_vintage,primary_category
06e5eefc71ec47ae763c5c6f8db7064f,2017-04,2018-08,17,computers_accessories
070d165398b553f3b4b851c216b8a358,2017-08,2018-08,12,pet_shop
0725b8c0f3f906e58f70cbe76b7c748c,2017-01,2018-08,7,housewares
0747d5bb69f0586cc869d8af4c50f93e,2017-01,2017-06,5,perfumery
07bf9669d84d1f11be443a9dd938f698,2017-03,2018-06,10,kitchen_dining_laundry_garden_furniture
080102cd0a76b09e0dcf55fcacc60e05,2017-07,2018-08,13,computers_accessories
080199a181c46c657dc5aa235411be3b,2017-09,2018-08,12,auto
08084d990eb3f53af056ccbc1730c8a7,2018-02,2018-08,5,electronics
082e0bf4cb865a6533b1e8e498cc0255,2017-10,2018-08,7,garden_tools
08633c14ef2db992c11f840f04fad4cd,2017-12,2018-08,9,sports_leisure
0885aaf116795758dfeb5f1032487bcd,2017-12,2018-08,8,bed_bath_table
0887a9f087bcd5d9f6642b52f897fc6c,2017-02,2017-08,7,telephony
08d0949a9a17c027262db1f3c450c26c,2017-08,2018-08,7,furniture_decor
08d2d642cf72b622b14dde1d2f5eb2f5,2017-02,2017-12,8,stationery
093805f8f2aeb63881444571e1f48f30,2017-08,2018-01,6,health_beauty
094ced053e257ae8cae57205592d6712,2018-04,2018-07,4,health_beauty
099095b050cfe8eb1ddff5317587e96e,2017-12,2018-08,6,housewares
09f952a5f58d2285b0372551ae8f9b01,2017-09,2018-08,12,furniture_decor
0a85ebe4e328db81ac9109781205e2f7,2018-05,2018-08,3,furniture_decor
0ac4201fda2c68ebc0e47cb9423cf3c9,2017-06,2018-06,8,health_beauty
0adac9fbd9a2b63cccaac4f8756c1ca8,2017-01,2018-08,19,housewares
0afccdb8a34ee5c79f7c06faf2b4d56e,2017-04,2018-04,10,telephony
0b35c634521043bf4b47e21547b99ab5,2017-12,2018-08,9,construction_tools_construction
0b90b6df587eb83608a64ea8b390cf07,2017-10,2018-08,11,computers_accessories
0bae85eb84b9fb3bd773911e89288d54,2017-03,2018-08,17,housewares
0bb738e4d789e63e2267697c42d35a2d,2017-02,2018-06,13,industry_commerce_and_business
0be8ff43f22e456b4e0371b2245e4d01,2017-05,2018-08,16,sports_leisure
0bf0150d5b9d60d9cd2906003332f085,2017-02,2018-07,14,furniture_decor
0c7533c71df861ec58ad7ff999ed0e8d,2017-07,2018-07,12,perfumery
0c8380b62e38e8a1e6adbeba7eb9688c,2017-01,2018-08,17,bed_bath_table
0cbcee27c791afa0cdcb08587a2013a8,2017-02,2018-07,16,fashion_bags_accessories
0d33a55da925bbf1ff02af5f6059fc7f,2017-11,2018-08,8,books_technical
0d85bbda9889ce1f7e63778d24f346eb,2017-03,2018-03,12,stationery
0db783cfcd3b73998abc6e10e59a102f,2017-01,2018-04,16,telephony
0dd184061fb0eaa7ca37932c68ab91c5,2017-12,2018-08,9,industry_commerce_and_business
0df3984f9dfb3d49ac6366acbd3bbb85,2017-03,2018-06,16,health_beauty
0ea22c1cfbdc755f86b9b54b39c16043,2017-01,2018-08,19,fashion_bags_accessories
0eaa7e33d73809f1f925f7d07c506cbd,2017-04,2018-08,11,toys
0ebd97a106433a45a4aebe57c1799778,2017-05,2018-07,14,fashion_bags_accessories
0ed6ce5d87fd9c69eaacaeb778d67235,2017-10,2018-08,11,electronics
0ef83d7d83ed97cd2a0049ac8be5f88a,2017-11,2018-08,10,health_beauty
0ff83046c3fa22efee8ecf291888b191,2017-04,2018-04,7,sports_leisure
0ffa40d54288e4f3499b8780dd0f144f,2018-01,2018-05,5,books_technical
10076e5788b8ee532724bcd460baf762,2017-05,2018-07,11,baby
1025f0e2d44d7041d6cf58b6550e0bfa,2017-07,2018-08,14,furniture_decor
1127b7f2594683f2510f1c2c834a486b,2017-02,2018-08,19,garden_tools
11305281b50fff20ae8bb473f8e11876,2017-02,2018-08,13,home_confort
113e3a788b935f48aad63e1c41dac1bd,2017-07,2018-08,11,christmas_supplies
116ccb1a1604bc88e4d234a8c23f33de,2017-11,2018-08,10,auto
11bfa66332777660bd0640ee84d47006,2017-09,2018-08,12,health_beauty
128639473a139ac0f3e5f5ade55873a5,2017-05,2018-08,16,electronics
128f9bfbe4c7d5185033914b1de3d39a,2017-09,2018-06,9,health_beauty
12b9676b00f60f3b700e83af21824c0e,2017-03,2018-08,18,cool_stuff
13074f016982ff2bd6c58ced8682f000,2017-11,2018-07,7,kitchen_dining_laundry_garden_furniture
1336efc61c316ddf92c899eb817f7cae,2017-01,2018-08,19,pet_shop
1354d51653f645349064725ed204e85e,2017-06,2018-08,12,furniture_decor
138dbe45fc62f1e244378131a6801526,2018-05,2018-08,4,housewares
13d058e4eeac2ce8217660b2f8a05812,2017-05,2018-07,9,home_appliances_2
141440cad9341e553f8401c574a2aa38,2018-05,2018-08,4,drinks
1430239a858e7682bbc43b20758af153,2017-08,2018-08,8,baby
1464afc72f696af775557a821c2e253f,2017-04,2018-08,14,perfumery
14a08204d03bb6b6bde8029f801ae0eb,2018-03,2018-08,6,electronics
14d7985702e72162bbf13b6beb74ab2b,2017-03,2018-08,15,sports_leisure
1554a68530182680ad5c8b042c3ab563,2017-01,2018-08,20,furniture_decor
157c3e4b42f81ac4a44e8b1ca2fe9876,2017-10,2018-08,10,furniture_decor
15aac934c58d886785ac1b17953ea898,2017-10,2018-06,9,air_conditioning
16090f2ca825584b5a147ab24aa30c86,2017-01,2018-08,20,auto
165b1235e9e9942cb5fae67103576fb0,2018-05,2018-08,4,construction_tools_construction
165fc07beebdcb6190fba8a06db2a449,2017-08,2018-08,11,computers_accessories
1660ad786c27fd935378b6192a90b417,2017-08,2018-07,5,computers_accessories
1690cada046eb7e92c12f98b1f8a8167,2018-04,2018-08,4,auto
17306570e772e7718c92a562d33f5f1d,2017-03,2018-04,10,bed_bath_table
1771297ac436903d1dd6b0e9279aa505,2017-01,2018-08,13,baby
17908cf9b444ee34047cadd5c0f4a516,2017-09,2018-08,7,auto
179d859f51292aac5c10806a356f7af9,2018-06,2018-08,3,electronics
17a053fcb14bd219540cbde0df490be0,2017-07,2018-08,14,office_furniture
17ca9b9e9b9ef8fdb529001b49ebb50f,2017-07,2018-08,14,bed_bath_table
17e34d8224d27a541263c4c64b11a56b,2017-02,2018-08,19,perfumery
17f51e7198701186712e53a39c564617,2017-02,2018-08,19,health_beauty
1835b56ce799e6a4dc4eddc053f04066,2017-09,2018-08,12,bed_bath_table
1838dd9b8977065acf51d95e0053ea7a,2017-07,2018-08,13,computers_accessories
18a349e75d307f4b4cc646a691ed4216,2017-08,2018-08,12,telephony
18e694e0e48ed6f7aa3f24aade5fd697,2018-06,2018-08,3,computers_accessories
1900267e848ceeba8fa32d80c1a5f5a8,2017-05,2018-08,16,bed_bath_table
1987cd4be10fe09ee50454f9c354d1c6,2017-10,2018-03,5,pet_shop
198c7ea11960a9844b544d9bcdca860c,2017-01,2017-08,7,small_appliances
1996942dc085d7773ba77a529b163cd0,2018-05,2018-08,4,watches_gifts
1a3df491d1c4f1589fc2b934ada68bf2,2017-04,2018-08,17,bed_bath_table
1a932caad4f9d804097d7f8e615baed1,2018-05,2018-08,4,construction_tools_construction
1b1ae47a313a825a7ccceb8e2e30fa9d,2017-10,2018-05,5,sports_leisure
1b4c3a6f53068f0b6944d2d005c9fc89,2017-02,2018-07,18,housewares
1b7e5006cb25dd23ce8686691013b121,2017-09,2018-08,7,health_beauty
1b8356dabde1d35e17cef975c3f82730,2017-02,2017-11,10,sports_leisure
1b8b75e227c9a9c100d0c210fb6176ce,2017-01,2017-11,6,fashion_bags_accessories
1b938a7ec6ac5061a66a3766e0e75f90,2017-09,2018-08,10,baby
1bb2bdb95f4841f1bba2c0d2cd83d3c9,2017-01,2018-08,15,books_general_interest
1c129092bf23f28a5930387c980c0dfc,2017-10,2018-08,11,bed_bath_table
1c40343cc5d18c2d8248ac2f3366de34,2018-05,2018-08,4,perfumery
1c5e4e49b9079480255b49d50aac1aa9,2017-03,2018-08,11,bed_bath_table
1c68394e931a64f90ea236c5ea590300,2017-07,2018-08,12,computers_accessories
1ca7077d890b907f89be8c954a02686a,2017-09,2018-04,7,telephony
1caf283236cd69af44cbc09a0a1e7d32,2017-04,2018-07,14,toys
1cbd32d00d01bb8087a5eb088612fd9c,2018-05,2018-08,4,health_beauty
1ce3ae5a399804d1a87e706f8a813c3e,2017-08,2018-08,13,furniture_decor
1d29dfba02015238dfbe2449a5eaa361,2017-02,2018-05,8,perfumery
1d4587203296c8f4ad134dc286fa6db0,2017-12,2018-08,9,auto
1d503743d2526f03f0c2c89540ee008c,2018-01,2018-07,7,auto
1d8dbc4f32378d715c717c1c1fc57bae,2017-03,2018-06,16,baby
1da366cade6d8276e7d8beea7af5d4bf,2017-02,2017-12,8,furniture_decor
1da3aeb70d7989d1e6d9b0e887f97c23,2017-03,2018-08,18,sports_leisure
1dc2de47ee26a0a5b12dc14fd6dc0dea,2018-02,2018-08,7,bed_bath_table
1dcfa3835714681d4ba4a93bc1e0fd41,2017-07,2018-04,6,furniture_living_room
1dfe5347016252a7884b694d4f10f5c4,2017-10,2018-04,6,bed_bath_table
1e483cc5c76fef08d3ca05f9a8af7d01,2017-02,2017-05,4,fashion_underwear_beach
1e8b33f18b4f7598d87f5cbee2282cc2,2017-11,2018-08,10,bed_bath_table
1eade46fba20122dc4aefb379f8c636b,2017-02,2018-07,15,health_beauty
1f1bb1f0859883505541bdd6606193e5,2017-04,2018-07,13,fashion_bags_accessories
1f50f920176fa81dab994f9023523100,2017-04,2018-08,17,garden_tools
1f9ab4708f3056ede07124aad39a2554,2017-01,2018-06,17,baby
1fdc574883ef3b33ad41562d93f3a74a,2017-11,2018-07,9,auto
1fe5540d7c1c37a595fefbacd5570d9e,2018-08,2018-08,1,computers_accessories
2059c39f76271d4ca3f15b5ffaccc8b8,2017-02,2017-09,6,books_general_interest
2089a6d640999f9b9141ac719b2af596,2017-04,2018-07,16,sports_leisure
20b54c376b794ed028df09a3cd88e8dc,2017-09,2018-07,8,fixed_telephony
20cb7c2fde3e5bf10f0bbe7394e1c6a9,2017-03,2018-08,14,furniture_decor
20d83f3ef0e6925fd74bfd59170babf7,2017-03,2018-08,17,fashion_bags_accessories
2138ccb85b11a4ec1e37afbd1c8eda1f,2017-01,2018-08,20,telephony
213b25e6f54661939f11710a6fddb871,2017-11,2018-08,9,home_construction
2156f2671501a81034d7d07f217609d0,2017-08,2018-07,10,computers_accessories
218d46b86c1881d022bce9c68a7d4b15,2017-01,2018-08,20,sports_leisure
218f991754f360af9c2daa5e0b8e990c,2017-12,2018-08,7,housewares
2199e7fe213c16213bf5d6a7eadc9a5d,2017-01,2018-08,16,furniture_decor
21e83881401b92b49fb09a16d3852291,2017-03,2018-01,7,garden_tools
229c3efbfb0ea2058de4ccdfbc3d784a,2017-03,2018-08,17,computers_accessories
232a6014e7b10cba61c6c2b2ea6bb4b0,2017-02,2018-07,13,pet_shop
23613d49c3ac2bd302259e55c06c050c,2017-03,2018-08,18,furniture_decor
236585a4ddb5fea9fa40233e2249ed91,2017-11,2018-08,5,computers_accessories
238fac594e170b59c6d228f5a4f4f1d9,2017-10,2018-08,11,pet_shop
23a0ffca143a15b9b5bbdb7d552f626a,2018-03,2018-08,6,garden_tools
23c38debaffe4a25a30fdbd9b586a13f,2018-04,2018-08,5,garden_tools
23d7c96d4a1160db1c726b248601b25a,2017-07,2018-08,14,cool_stuff
240b9776d844d37535668549a396af32,2018-07,2018-08,2,telephony
244c2f1bff6afe1f2eaf9bfe9b2aed38,2017-02,2018-02,9,furniture_decor
2528513dd95219a6013d4d05176e391a,2017-03,2018-08,18,home_confort
257e61d3251fb5efb9daadddbc2cf7ca,2018-04,2018-08,5,baby
259f7b5e6e482c230e5bfaa670b6bb8f,2017-03,2018-08,16,bed_bath_table
25c5c91f63607446a97b143d2d535d31,2017-03,2018-03,13,computers_accessories
25cf099de44674fde97473224f9d59ab,2017-06,2018-08,14,auto
25e47381a6c510ddeb36084e33b89f0c,2017-05,2017-06,2,bed_bath_table
25e6ffe976bd75618accfe16cefcbd0d,2017-01,2018-06,18,toys
2646baaf662d4d92ac48f047e35db92d,2018-04,2018-08,5,auto
26785a546900236d66f2e4197c211158,2017-11,2018-07,5,consoles_games
26af45f5dfd967225a832838aa4e24a3,2018-01,2018-08,6,auto
26d6bbee02420494d471c9f6436929c0,2018-04,2018-08,5,auto
26d8a1c7c75d513045798992ead43aa2,2017-08,2018-08,12,perfumery
26e2c91ef821e1ff8985f408788fe35b,2018-02,2018-07,6,bed_bath_table
270297ead4c65a6cd2593960d2af6b21,2017-03,2018-08,11,furniture_decor
2709af9587499e95e803a6498a5a56e9,2017-02,2018-08,13,health_beauty
271c58a1d139c45eaf3316107c6d3a3b,2018-05,2018-08,4,baby
272f092de69afedd4d2969440b37f18f,2017-02,2017-11,10,fashion_bags_accessories
2745f798279e0ed033addcc1474776d7,2017-08,2018-05,10,sports_leisure
276677b5d08786d5dce7c2149dcce48b,2018-02,2018-08,7,housewares
282f23a9769b2690c5dda22e316f9941,2017-07,2018-08,14,food_drink
289cdb325fb7e7f891c38608bf9e0962,2018-02,2018-08,7,perfumery
28f10b1c5e5abb9d4857745bede6147c,2018-04,2018-08,5,electronics
2953ce3a88f5e3c3b696d77fc9e4c8eb,2017-10,2018-08,5,books_technical
2a1348e9addc1af5aaa619b1a3679d6b,2017-01,2018-08,15,furniture_decor
2a261b5b644fa05f4f2700eb93544f2c,2017-10,2018-08,11,furniture_decor
2a5b78b41cd05baeac8df54c6606b92c,2017-07,2018-08,14,health_beauty
2a61c271b1ac763450d846849783e922,2017-09,2018-02,5,health_beauty
2a6fbeaa7ab9e5d59a35841a8da71ce4,2017-03,2018-07,13,small_appliances
2a7dc43cecabf23403078e2188437d1d,2017-11,2018-06,8,furniture_decor
2a84855fd20af891be03bc5924d2b453,2017-12,2018-08,9,stationery
2aa3443d7bf9d9bb11133f420d75e083,2017-11,2018-08,5,sports_leisure
2addf05f476d0637864454e93ba673d5,2017-08,2018-03,8,computers_accessories
2b1a40c1daabc6ca280c4b815c101841,2017-01,2018-06,13,auto
2b3e4a2a3ea8e01938cabda2a3e5cc79,2017-05,2018-07,14,computers_accessories
2be17df1c49978426251562096c3cc09,2017-01,2018-06,11,fashion_bags_accessories
2bf6a2c1e71bbd29a4ad64e6d3c3629f,2017-11,2018-08,8,watches_gifts
2c4c47cb51acd5ea5db5e0ae0e26542a,2017-09,2018-07,9,pet_shop
2c9e548be18521d1c43cde1c582c6de8,2017-10,2018-08,11,stationery
2d2c62bef4c8ba0dd74e0e228e808539,2017-11,2018-08,8,small_appliances
2d42ebcda99fd55f6f4bc2f1ca035d50,2018-06,2018-08,3,small_appliances
2d50d6282f8aa2257819a77bfaa0efe0,2017-08,2018-08,12,bed_bath_table
2d518637f53161b973e01f56ea4bb88e,2018-04,2018-07,4,sports_leisure
2dee2ce60de9709b1a24083217181a1f,2017-07,2018-06,7,perfumery
2e13c71026e1a39ba5cc1b86dcb679aa,2017-12,2018-08,9,sports_leisure
2e1a7d075abe038c1b2743005fe42ff1,2017-08,2018-08,8,health_beauty
2e1c9f22be269ef4643f826c9e650a52,2017-07,2018-08,14,health_beauty
2e3be8a987a30d7544dbbda6861cc14e,2017-02,2018-07,12,computers_accessories
2e90cb1677d35cfe24eef47d441b7c87,2017-03,2018-08,17,electronics
2eb70248d66e0e3ef83659f71b244378,2018-02,2018-07,6,watches_gifts
2f4b0d3b9634b647d4edee577d7ebb7e,2018-01,2018-03,3,perfumery
2f74af7a0ee5636f12c2336f9fffed47,2017-06,2017-11,5,sports_leisure
2fdde51ad3e12f297da656d4fbd5d0b5,2017-04,2017-10,5,garden_tools
2ff97219cb8622eaf3cd89b7d9c09824,2018-02,2018-08,7,housewares
3078096983cf766a32a06257648502d1,2017-05,2018-05,13,toys
30829ded4523ab9224b93bc49a62c95f,2018-01,2018-08,7,computers_accessories
3092c0b297aacfb4bb6e056ebe13b9b8,2018-01,2018-06,5,housewares
30a2f535bb48308f991d0b9ad4a8c4bb,2017-02,2018-07,16,furniture_decor
30a81d8cf85fb2ada1b1b094c9583a95,2018-02,2018-08,5,pet_shop
31344c16881c08a8a72c6d2eb29918c1,2017-01,2018-08,16,furniture_decor
31561f325664a8a7aba4c8d0c3a9b3db,2018-06,2018-08,3,auto
318f287a62ab7ac10b703ac37435a231,2017-02,2018-08,17,bed_bath_table
31ae0774c17fabd06ff707cc5bde005f,2017-05,2018-08,9,agro_industry_and_commerce
31da954dc0855f2495c6310f70a2f931,2017-09,2018-08,9,health_beauty
323ce52b5b81df2cd804b017b7f09aa7,2018-01,2018-08,8,stationery
325f3178fb58e2a9778334621eecdbf9,2017-04,2018-01,10,perfumery
32b8764b4ef628b53608fc34011fcc13,2018-03,2018-08,6,housewares
3340ef1913fb70d28420f6ceb685c339,2017-01,2017-11,9,computers_accessories
334cab711dee080b079fa5779b584783,2018-04,2018-08,5,furniture_decor
33576ec5412fb5905d876f12f33bfde6,2017-07,2018-06,9,fashion_bags_accessories
3361277dc30b7cccdb0c286b24219756,2017-02,2018-08,16,pet_shop
33a17d60c64393351ebf1ef860f4e0f2,2017-07,2018-08,13,housewares
33a6f4b1e7cdc205511e76ba1b6e0186,2018-01,2018-08,8,bed_bath_table
33ac3e28642ab8bda860a2f693000e78,2017-02,2018-07,17,sports_leisure
33c51922b6e3c16b24a8f28e5833c99d,2017-12,2018-08,7,perfumery
33cbbec1e7e1044aaf11d152172c776f,2018-04,2018-08,5,small_appliances
34056b8b55c1775a22af2331670a799c,2017-11,2018-08,8,auto
343e716476e3748b069f980efbaa294e,2017-04,2018-08,12,books_general_interest
3481aa57cd91f9f9d3fa1fa12d9a3bf7,2017-02,2017-08,5,furniture_decor
34d1ca11b242c0fee2c834ae8d788566,2017-03,2018-08,17,computers_accessories
3504c0cb71d7fa48d967e0e4c94d59d9,2017-07,2017-11,5,cool_stuff
3586b8580d9c917874e053a1bb37b5ff,2017-05,2018-08,14,stationery
36890be00bbfc1cdb9a4a38a6af05a69,2018-06,2018-08,3,baby
36a968b544695394e4e9d7572688598f,2017-02,2018-08,17,computers_accessories
373ee4a3a775a733770ca3f790b8b9ac,2017-02,2018-05,10,sports_leisure
37515688008a7a40ac93e3b2e4ab203f,2017-07,2018-07,13,consoles_games
376a891762bbdecbc02b4b6adec3fdda,2017-05,2018-05,13,sports_leisure
3785b653b1b82de85ab47dd139938091,2017-08,2018-08,10,housewares
37be5a7c751166fbc5f8ccba4119e043,2017-05,2018-05,11,bed_bath_table
381c83fdca332ea6afd896da20bf6e4a,2017-08,2018-08,13,watches_gifts
382229d1e840115ffe3dbf5ff460e417,2018-04,2018-08,5,housewares
38e679b9e0064cd94c6f035707344dae,2017-01,2018-01,9,sports_leisure
391fc6631aebcf3004804e51b40bcf1e,2017-02,2018-08,19,furniture_decor
392e0502231ae2f8b29994ef6398cd77,2017-01,2018-07,8,health_beauty
3935fe5fe0f82787a9dcb8deb62be09d,2018-04,2018-08,5,computers_accessories
3969863bb8af7f72580b3b1ffd3a17b3,2017-11,2018-08,7,sports_leisure
39c763cca83e654764b7a4a650fb9b7c,2017-09,2018-07,6,sports_leisure
39d54ff918774174706fb065d7f9dc07,2017-11,2018-07,8,auto
3a1a1fec38dd360f15fc912e821e169d,2017-10,2018-05,7,auto
3a734b715d333a2588a3d54a0c9b8746,2017-08,2018-01,5,telephony
3ab971ce71839580d2ae5b4e40fe8044,2018-06,2018-08,3,housewares
3ade81dab5a172b88e1871c28ae05260,2017-10,2018-08,10,furniture_bedroom
3b15288545f8928d3e65a8f949a28291,2017-03,2018-08,18,bed_bath_table
3b872fd4747f01cc56206f2934198618,2017-11,2018-08,8,bed_bath_table
3bb548e3cb7f70f28e3f11ee9dce0e59,2017-03,2018-08,14,computers_accessories
3bdff180c7e1f6551a643b99c265a120,2017-02,2018-04,15,computers_accessories
3be634553519fb6536a03e1358e9fdc7,2017-07,2018-08,14,housewares
3c010235b7345c92f125d14ee232a76b,2018-07,2018-08,2,pet_shop
3c03b12bab54d8b37d79d914bfdb1aa0,2017-12,2018-08,9,sports_leisure
3c487ae8f8d7542beff5788e2e0aea83,2017-08,2018-08,12,fashion_bags_accessories
3c4e0452bff7a2a788179488d3d77032,2017-12,2018-03,4,toys
3c7c4a49ec3c6550809089c6a2ca9370,2017-09,2018-08,12,perfumery
3ca08eeb8d5595949fed424bd3677742,2017-05,2018-01,8,toys
3d2531eccfbde1d7c8db7a3a12fb267a,2018-04,2018-08,5,health_beauty
3d5d0dc7073a299e31fa718ce1bc00b6,2018-06,2018-08,3,health_beauty
3d621842b2ed28e2b474132480edac3c,2017-05,2017-11,4,auto
3d871de0142ce09b7081e2b9d1733cb1,2017-03,2018-08,18,stationery
3d8fa2f5b647373c8620330c4e077a9f,2018-04,2018-08,5,garden_tools
3db66a856d18a9cba7c9241fc5221c50,2017-04,2018-08,14,sports_leisure
3dbbce181edfaa4a597ec858c382d2ec,2017-04,2017-12,7,books_general_interest
3df020b72d3d44b3af9d110fa3940b65,2017-07,2018-08,14,furniture_decor
3f3486b61f45078d4f31ee5e43d8c5bb,2017-12,2018-08,9,luggage_accessories
3f995f07c49d0d55a99d5c54957f7d81,2017-04,2018-08,12,auto
3fac58ce0ad699020c7944d53c41329c,2018-05,2018-08,4,construction_tools_lights
3fd1e727ba94cfe122d165e176ce7967,2017-12,2018-04,5,sports_leisure
403aa86912527d730337ffcb0fb096ab,2017-01,2017-11,7,telephony
406822777a0b9eb5c50e442dd4cd3ec5,2017-10,2018-08,11,toys
40d54b51e962dbe09cabbcfd33298dee,2017-07,2018-08,12,health_beauty
40db9e9aa57f7bb151bcda6b0f9bdbb7,2018-02,2018-08,5,auto
411f3b52d857390502ee4e4d5ceabc2d,2018-04,2018-08,5,construction_tools_construction
412a4720f3e9431b4afa1476a1acddbe,2017-09,2018-08,10,sports_leisure
41ab63a91b8b264e8c8780368bf1dd5b,2017-10,2018-07,7,small_appliances
41b39e28db005d9731d9d485a83b4c38,2017-01,2018-08,20,bed_bath_table
41b86b552e54e3a7009596125aa8b167,2017-03,2017-04,2,sports_leisure
41c2bad7229b0c25e6becf179ebf63ff,2017-11,2018-07,4,books_general_interest
41da412d33e8da4f22baf55cb1bde82c,2018-01,2018-06,6,sports_leisure
4200ddf1967c5e41e48db62bc6d4b5ac,2017-08,2018-04,9,bed_bath_table
42b729f859728f5079499127a9c2ef37,2018-01,2018-08,8,health_beauty
42bde9fef835393bb8a8849cb6b7f245,2017-07,2018-08,9,toys
42ef3192a9ff87a22d1867b74b3ee205,2018-01,2018-08,7,toys
430315b7bb4b6e4b3c978f9dfa9b0558,2018-01,2018-08,7,housewares
4305fe92735c8a43d154ff6dd2b8d927,2017-07,2018-08,6,sports_leisure
431050a06a317f2b38168dec3dcd2b46,2018-04,2018-08,5,health_beauty
431af27f296bc6519d890aa5a05fdb11,2017-04,2018-07,16,health_beauty
4324dd16853115efb0fd9d0d131ba6f4,2017-05,2018-03,6,computers_accessories
432c37c9dfba871172ec162e20118b8c,2017-03,2018-04,14,cool_stuff
4342d4b2ba6b161468c63a7e7cfce593,2017-12,2018-07,4,watches_gifts
4371b634e0efc0e22b09b52907d9d469,2017-06,2018-08,14,sports_leisure
43f8c9950d11ecd03a0304a49e010da6,2017-07,2018-05,9,consoles_games
44073f8b7e41514de3b7815dd0237f4f,2017-02,2018-08,18,health_beauty
440dd6ab244315c632130ecfb63827b1,2017-01,2018-08,20,sports_leisure
45213867cefbf2cd4c6177e10216a951,2017-01,2017-10,8,musical_instruments
4559697a8f7e637227c2eeaed843baff,2017-02,2018-06,12,home_appliances
45ba18c210d42734ec52c0c1c574e9ee,2018-04,2018-08,5,baby
45d33f715e24d15a6ccf5c17b3a23e3c,2017-01,2018-08,14,computers_accessories
4677a5437afda5fa7140b927b07be1cc,2018-04,2018-08,4,auto
46dc3b2cc0980fb8ec44634e21d2718e,2017-01,2018-08,20,toys
