seller_id,sale_year,sale_month,seller_state,total_orders,total_revenue,on_time_delivery_pct,cancellation_pct,avg_review_score,pct_low_reviews,category_count,review_score_change,order_volume_change,delivery_rate_change
002100f778ceb8431b7a1020ff7ab48f,2017,12,SP,16,497.0,80.0,0.0,3.94,12.5,1,-0.06,5,-3.33
002100f778ceb8431b7a1020ff7ab48f,2018,1,SP,3,129.91,100.0,0.0,3.0,33.33,1,-0.94,-13,20.0
002100f778ceb8431b7a1020ff7ab48f,2018,2,SP,4,247.31,75.0,0.0,5.0,0.0,1,2.0,1,-25.0
002100f778ceb8431b7a1020ff7ab48f,2018,3,SP,3,134.2,50.0,0.0,3.5,33.33,1,-1.5,-1,-25.0
002100f778ceb8431b7a1020ff7ab48f,2018,4,SP,2,141.1,100.0,0.0,3.0,0.0,1,-0.5,-1,50.0
004c9cd9d87a3c30c522c48c4fc07416,2017,1,SP,6,957.87,85.71,0.0,4.43,16.67,1,0.0,0,0.0
004c9cd9d87a3c30c522c48c4fc07416,2017,2,SP,12,2308.83,100.0,0.0,4.2,0.0,1,-0.23,6,14.29
004c9cd9d87a3c30c522c48c4fc07416,2017,3,SP,6,939.98,100.0,0.0,5.0,0.0,1,0.8,-6,0.0
004c9cd9d87a3c30c522c48c4fc07416,2017,4,SP,10,1786.81,83.33,0.0,3.92,30.0,1,-1.08,4,-16.67
004c9cd9d87a3c30c522c48c4fc07416,2017,5,SP,5,644.62,100.0,0.0,3.6,40.0,1,-0.32,-5,16.67
004c9cd9d87a3c30c522c48c4fc07416,2017,6,SP,9,1535.25,100.0,0.0,3.4,44.44,1,-0.2,4,0.0
004c9cd9d87a3c30c522c48c4fc07416,2017,7,SP,10,1647.57,85.71,0.0,4.36,10.0,1,0.96,1,-14.29
004c9cd9d87a3c30c522c48c4fc07416,2017,8,SP,20,3060.87,100.0,0.0,4.48,0.0,1,0.12,10,14.29
004c9cd9d87a3c30c522c48c4fc07416,2017,9,SP,13,1459.69,92.86,0.0,4.29,7.69,1,-0.19,-7,-7.14
004c9cd9d87a3c30c522c48c4fc07416,2017,10,SP,6,793.87,66.67,0.0,3.33,33.33,1,-0.96,-7,-26.19
004c9cd9d87a3c30c522c48c4fc07416,2017,11,SP,15,1890.59,93.33,0.0,4.0,13.33,1,0.67,9,26.66
004c9cd9d87a3c30c522c48c4fc07416,2017,12,SP,13,1783.69,100.0,0.0,4.23,15.38,1,0.23,-2,6.67
004c9cd9d87a3c30c522c48c4fc07416,2018,1,SP,7,997.36,100.0,0.0,4.86,0.0,1,0.63,-6,0.0
004c9cd9d87a3c30c522c48c4fc07416,2018,2,SP,2,249.73,100.0,0.0,5.0,0.0,1,0.14,-5,0.0
004c9cd9d87a3c30c522c48c4fc07416,2018,3,SP,8,841.85,50.0,0.0,3.25,25.0,1,-1.75,6,-50.0
004c9cd9d87a3c30c522c48c4fc07416,2018,4,SP,4,663.83,100.0,0.0,3.0,50.0,1,-0.25,-4,50.0
004c9cd9d87a3c30c522c48c4fc07416,2018,5,SP,1,188.1,100.0,0.0,5.0,0.0,1,2.0,-3,0.0
00720abe85ba0859807595bbf045a33b,2018,1,SP,1,186.62,100.0,0.0,1.0,200.0,1,0.0,0,0.0
00720abe85ba0859807595bbf045a33b,2018,2,SP,1,87.36,100.0,0.0,5.0,0.0,1,4.0,0,0.0
00720abe85ba0859807595bbf045a33b,2018,3,SP,2,114.53,75.0,0.0,4.0,50.0,1,-1.0,1,-25.0
00720abe85ba0859807595bbf045a33b,2018,4,SP,3,227.25,100.0,0.0,4.5,0.0,1,0.5,1,25.0
00720abe85ba0859807595bbf045a33b,2018,5,SP,3,322.15,100.0,0.0,4.2,0.0,1,-0.3,0,0.0
00720abe85ba0859807595bbf045a33b,2018,6,SP,1,149.16,100.0,0.0,3.0,0.0,1,-1.2,-2,0.0
00720abe85ba0859807595bbf045a33b,2018,7,SP,1,94.74,100.0,0.0,5.0,0.0,1,2.0,0,0.0
00720abe85ba0859807595bbf045a33b,2018,8,SP,1,141.67,0.0,0.0,1.0,100.0,1,-4.0,0,-100.0
00ee68308b45bc5e2660cd833c3f81cc,2017,9,SP,2,287.39,100.0,0.0,5.0,0.0,1,0.0,0,0.0
00ee68308b45bc5e2660cd833c3f81cc,2017,10,SP,11,1193.87,81.82,0.0,4.27,9.09,1,-0.73,9,-18.18
00ee68308b45bc5e2660cd833c3f81cc,2017,11,SP,12,2125.18,100.0,0.0,4.56,8.33,2,0.29,1,18.18
00ee68308b45bc5e2660cd833c3f81cc,2017,12,SP,16,2200.46,100.0,0.0,4.37,18.75,2,-0.19,4,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018,1,SP,42,7593.67,93.44,0.0,4.42,9.52,2,0.05,26,-6.56
00ee68308b45bc5e2660cd833c3f81cc,2018,2,SP,17,3793.31,80.0,0.0,3.6,23.53,2,-0.82,-25,-13.44
00ee68308b45bc5e2660cd833c3f81cc,2018,3,SP,17,3053.08,89.47,0.0,4.53,5.88,2,0.93,0,9.47
00ee68308b45bc5e2660cd833c3f81cc,2018,4,SP,12,2576.54,100.0,0.0,4.14,25.0,1,-0.39,-5,10.53
00ee68308b45bc5e2660cd833c3f81cc,2018,5,SP,1,87.32,100.0,0.0,5.0,0.0,1,0.86,-11,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018,6,SP,3,255.64,100.0,0.0,5.0,0.0,1,0.0,2,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018,7,SP,1,139.08,100.0,0.0,4.0,0.0,1,-1.0,-2,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018,8,SP,1,231.92,0.0,0.0,4.0,0.0,1,0.0,0,-100.0
00fc707aaaad2d31347cf883cd2dfe10,2018,1,PR,2,302.93,100.0,0.0,5.0,0.0,1,0.0,0,0.0
00fc707aaaad2d31347cf883cd2dfe10,2018,2,PR,72,11575.81,95.28,0.0,3.55,45.83,1,-1.45,70,-4.72
00fc707aaaad2d31347cf883cd2dfe10,2018,3,PR,17,2047.27,100.0,0.0,4.0,17.65,1,0.45,-55,4.72
00fc707aaaad2d31347cf883cd2dfe10,2018,4,PR,9,1392.63,100.0,0.0,4.8,0.0,1,0.8,-8,0.0
00fc707aaaad2d31347cf883cd2dfe10,2018,5,PR,1,251.39,0.0,0.0,4.0,0.0,1,-0.8,-8,-100.0
00fc707aaaad2d31347cf883cd2dfe10,2018,6,PR,2,236.67,100.0,0.0,4.0,0.0,1,0.0,1,100.0
013900e863eace745d3ec7614cab5b1a,2017,3,PR,2,186.32,100.0,0.0,5.0,0.0,1,0.0,0,0.0
013900e863eace745d3ec7614cab5b1a,2017,8,PR,1,209.46,100.0,0.0,5.0,0.0,1,0.0,-1,0.0
013900e863eace745d3ec7614cab5b1a,2017,11,PR,2,153.98,100.0,0.0,5.0,0.0,1,0.0,1,0.0
013900e863eace745d3ec7614cab5b1a,2017,12,PR,5,467.21,100.0,0.0,5.0,0.0,2,0.0,3,0.0
013900e863eace745d3ec7614cab5b1a,2018,1,PR,5,360.91,100.0,0.0,4.4,20.0,2,-0.6,0,0.0
013900e863eace745d3ec7614cab5b1a,2018,2,PR,6,481.21,100.0,0.0,4.33,0.0,3,-0.07,1,0.0
013900e863eace745d3ec7614cab5b1a,2018,4,PR,2,230.28,100.0,0.0,5.0,0.0,1,0.67,-4,0.0
014c0679dd340a0e338872e7ec85666a,2017,1,MG,1,128.2,100.0,0.0,5.0,0.0,1,0.0,0,0.0
014c0679dd340a0e338872e7ec85666a,2017,2,MG,1,131.34,100.0,0.0,3.0,0.0,1,-2.0,0,0.0
014c0679dd340a0e338872e7ec85666a,2017,4,MG,1,619.07,100.0,0.0,5.0,0.0,1,2.0,0,0.0
014c0679dd340a0e338872e7ec85666a,2017,5,MG,1,637.49,100.0,0.0,5.0,0.0,1,0.0,0,0.0
014c0679dd340a0e338872e7ec85666a,2017,9,MG,1,682.35,100.0,0.0,5.0,0.0,1,0.0,0,0.0
014c0679dd340a0e338872e7ec85666a,2017,11,MG,1,196.72,100.0,0.0,3.0,0.0,1,-2.0,0,0.0
014c0679dd340a0e338872e7ec85666a,2017,12,MG,1,450.24,100.0,0.0,4.0,0.0,1,1.0,0,0.0
014c0679dd340a0e338872e7ec85666a,2018,1,MG,1,490.65,100.0,0.0,5.0,0.0,1,1.0,0,0.0
014c0679dd340a0e338872e7ec85666a,2018,2,MG,1,1369.63,0.0,0.0,1.0,100.0,1,-4.0,0,-100.0
014c0679dd340a0e338872e7ec85666a,2018,3,MG,3,1861.04,66.67,0.0,4.0,0.0,2,3.0,2,66.67
014c0679dd340a0e338872e7ec85666a,2018,4,MG,1,382.22,100.0,0.0,5.0,0.0,1,1.0,-2,33.33
014c0679dd340a0e338872e7ec85666a,2018,7,MG,1,737.36,100.0,0.0,1.0,200.0,1,-4.0,0,0.0
014d9a685fd57276679edd00e07089e5,2017,11,PR,1,72.65,100.0,0.0,1.0,100.0,1,0.0,0,0.0
014d9a685fd57276679edd00e07089e5,2018,1,PR,1,73.14,100.0,0.0,1.0,100.0,1,0.0,0,0.0
014d9a685fd57276679edd00e07089e5,2018,3,PR,4,259.84,100.0,0.0,3.75,0.0,2,2.75,3,0.0
014d9a685fd57276679edd00e07089e5,2018,4,PR,2,161.18,100.0,0.0,5.0,0.0,1,1.25,-2,0.0
014d9a685fd57276679edd00e07089e5,2018,8,PR,3,310.0,100.0,0.0,4.67,0.0,1,-0.33,1,0.0
0176f73cc1195f367f7b32db1e5b3aa8,2017,11,SP,3,706.16,100.0,0.0,4.0,0.0,1,0.0,0,0.0
0176f73cc1195f367f7b32db1e5b3aa8,2018,1,SP,6,1099.23,100.0,0.0,3.83,16.67,1,-0.17,3,0.0
0176f73cc1195f367f7b32db1e5b3aa8,2018,2,SP,3,439.67,100.0,0.0,3.5,66.67,1,-0.33,-3,0.0
0176f73cc1195f367f7b32db1e5b3aa8,2018,3,SP,4,353.44,50.0,0.0,2.75,50.0,1,-0.75,1,-50.0
0176f73cc1195f367f7b32db1e5b3aa8,2018,4,SP,3,367.78,100.0,0.0,4.33,0.0,1,1.58,-1,50.0
0176f73cc1195f367f7b32db1e5b3aa8,2018,5,SP,6,1033.39,66.67,0.0,3.83,33.33,1,-0.5,3,-33.33
0176f73cc1195f367f7b32db1e5b3aa8,2018,6,SP,4,686.21,100.0,0.0,5.0,0.0,1,1.17,-2,33.33
0176f73cc1195f367f7b32db1e5b3aa8,2018,7,SP,7,1009.04,100.0,0.0,4.71,0.0,1,-0.29,3,0.0
0176f73cc1195f367f7b32db1e5b3aa8,2018,8,SP,2,325.19,100.0,0.0,4.0,0.0,1,-0.71,-5,0.0
01bcc9d254a0143f0ce9791b960b2a47,2017,8,GO,1,135.05,100.0,0.0,5.0,0.0,1,0.0,0,0.0
01bcc9d254a0143f0ce9791b960b2a47,2017,9,GO,5,799.44,100.0,0.0,4.2,0.0,1,-0.8,4,0.0
01bcc9d254a0143f0ce9791b960b2a47,2017,10,GO,3,524.88,100.0,0.0,4.5,0.0,1,0.3,-2,0.0
01bcc9d254a0143f0ce9791b960b2a47,2018,1,GO,1,156.0,100.0,0.0,4.0,0.0,1,-0.5,-2,0.0
01bcc9d254a0143f0ce9791b960b2a47,2018,2,GO,1,183.5,100.0,0.0,5.0,0.0,1,1.0,0,0.0
01cf7e3d21494c41fb86034f2e714fa1,2017,1,PR,6,1093.38,100.0,0.0,4.6,0.0,3,0.0,0,0.0
01cf7e3d21494c41fb86034f2e714fa1,2017,2,PR,3,280.93,100.0,0.0,5.0,0.0,2,0.4,-3,0.0
01cf7e3d21494c41fb86034f2e714fa1,2017,3,PR,14,1581.43,100.0,0.0,4.47,7.14,3,-0.53,11,0.0
01cf7e3d21494c41fb86034f2e714fa1,2017,4,PR,8,1476.23,88.89,0.0,4.33,12.5,2,-0.14,-6,-11.11
01cf7e3d21494c41fb86034f2e714fa1,2017,5,PR,3,1425.5,100.0,0.0,4.33,0.0,2,0.0,-5,11.11
01cf7e3d21494c41fb86034f2e714fa1,2017,6,PR,1,109.77,100.0,0.0,4.0,0.0,1,-0.33,-2,0.0
01cf7e3d21494c41fb86034f2e714fa1,2017,7,PR,9,1423.36,91.67,0.0,3.92,22.22,2,-0.08,8,-8.33
01cf7e3d21494c41fb86034f2e714fa1,2017,8,PR,9,2031.22,100.0,0.0,4.0,11.11,6,0.08,0,8.33
01cf7e3d21494c41fb86034f2e714fa1,2018,2,PR,5,1342.73,100.0,0.0,3.8,20.0,1,-0.2,-4,0.0
01fd077212124329bac32490e8ef80d9,2018,4,SP,7,322.91,85.71,0.0,3.29,42.86,4,0.0,0,0.0
01fd077212124329bac32490e8ef80d9,2018,5,SP,4,325.68,100.0,0.0,4.89,0.0,4,1.6,-3,14.29
01fd077212124329bac32490e8ef80d9,2018,6,SP,3,118.37,100.0,0.0,4.33,0.0,2,-0.56,-1,0.0
01fd077212124329bac32490e8ef80d9,2018,7,SP,6,364.62,100.0,0.0,3.57,33.33,2,-0.76,3,0.0
01fd077212124329bac32490e8ef80d9,2018,8,SP,11,651.78,100.0,0.0,4.85,0.0,4,1.28,5,0.0
01fdefa7697d26ad920e9e0346d4bd1b,2017,4,PR,1,80.56,100.0,0.0,5.0,0.0,1,0.0,0,0.0
01fdefa7697d26ad920e9e0346d4bd1b,2017,5,PR,4,414.85,100.0,0.0,5.0,0.0,1,0.0,3,0.0
01fdefa7697d26ad920e9e0346d4bd1b,2017,6,PR,5,460.2,100.0,0.0,3.6,20.0,1,-1.4,1,0.0
01fdefa7697d26ad920e9e0346d4bd1b,2017,7,PR,10,1595.97,100.0,0.0,4.4,10.0,1,0.8,5,0.0
01fdefa7697d26ad920e9e0346d4bd1b,2017,8,PR,8,1238.8,87.5,0.0,4.0,12.5,1,-0.4,-2,-12.5
01fdefa7697d26ad920e9e0346d4bd1b,2017,9,PR,6,948.34,100.0,0.0,4.5,0.0,1,0.5,-2,12.5
01fdefa7697d26ad920e9e0346d4bd1b,2017,10,PR,8,1059.78,100.0,0.0,4.44,0.0,1,-0.06,2,0.0
01fdefa7697d26ad920e9e0346d4bd1b,2017,11,PR,9,1366.61,100.0,0.0,3.89,11.11,1,-0.55,1,0.0
01fdefa7697d26ad920e9e0346d4bd1b,2017,12,PR,15,2318.55,93.33,0.0,4.67,0.0,1,0.78,6,-6.67
01fdefa7697d26ad920e9e0346d4bd1b,2018,1,PR,12,1941.04,100.0,0.0,4.46,0.0,1,-0.21,-3,6.67
01fdefa7697d26ad920e9e0346d4bd1b,2018,2,PR,7,894.4,85.71,0.0,4.29,14.29,1,-0.17,-5,-14.29
01fdefa7697d26ad920e9e0346d4bd1b,2018,3,PR,5,657.72,40.0,0.0,3.6,20.0,1,-0.69,-2,-45.71
01fdefa7697d26ad920e9e0346d4bd1b,2018,4,PR,4,485.04,100.0,0.0,4.5,0.0,1,0.9,-1,60.0
01fdefa7697d26ad920e9e0346d4bd1b,2018,5,PR,3,363.67,100.0,0.0,4.33,0.0,1,-0.17,-1,0.0
01fdefa7697d26ad920e9e0346d4bd1b,2018,6,PR,8,863.97,100.0,0.0,4.71,0.0,1,0.38,5,0.0
01fdefa7697d26ad920e9e0346d4bd1b,2018,7,PR,7,760.2,85.71,0.0,4.0,14.29,1,-0.71,-1,-14.29
01fdefa7697d26ad920e9e0346d4bd1b,2018,8,PR,17,2240.37,94.12,0.0,4.47,5.88,1,0.47,10,8.41
0241d4d5d36f10f80c644447315af0bd,2017,10,PR,2,285.91,100.0,0.0,3.0,0.0,1,0.0,0,0.0
0241d4d5d36f10f80c644447315af0bd,2017,11,PR,12,882.81,92.31,0.0,5.0,0.0,1,2.0,10,-7.69
0241d4d5d36f10f80c644447315af0bd,2017,12,PR,11,1039.01,100.0,0.0,3.83,27.27,1,-1.17,-1,7.69
0241d4d5d36f10f80c644447315af0bd,2018,1,PR,25,3764.38,92.0,0.0,4.58,4.0,1,0.75,14,-8.0
0241d4d5d36f10f80c644447315af0bd,2018,2,PR,25,4190.22,92.0,0.0,4.12,16.0,1,-0.46,0,0.0
0241d4d5d36f10f80c644447315af0bd,2018,3,PR,21,3267.42,84.0,0.0,3.52,42.86,1,-0.6,-4,-8.0
0241d4d5d36f10f80c644447315af0bd,2018,4,PR,20,3407.45,95.24,0.0,4.52,5.0,1,1.0,-1,11.24
0241d4d5d36f10f80c644447315af0bd,2018,5,PR,31,5025.07,93.55,0.0,4.26,12.9,1,-0.26,11,-1.69
0241d4d5d36f10f80c644447315af0bd,2018,6,PR,29,6385.07,100.0,0.0,4.26,13.79,1,0.0,-2,6.45
0241d4d5d36f10f80c644447315af0bd,2018,7,PR,36,6305.65,97.22,0.0,4.56,5.56,1,0.3,7,-2.78
0241d4d5d36f10f80c644447315af0bd,2018,8,PR,26,3924.49,96.3,0.0,4.33,11.54,1,-0.23,-10,-0.92
0249d282d911d23cb8b869ab49c99f53,2017,9,SP,2,63.57,100.0,0.0,3.5,50.0,1,0.0,0,0.0
0249d282d911d23cb8b869ab49c99f53,2017,10,SP,4,188.31,100.0,0.0,4.25,25.0,1,0.75,2,0.0
0249d282d911d23cb8b869ab49c99f53,2017,11,SP,4,245.21,75.0,0.0,4.5,0.0,1,0.25,0,-25.0
0249d282d911d23cb8b869ab49c99f53,2018,3,SP,1,34.79,0.0,0.0,5.0,0.0,1,0.5,-3,-75.0
02c988090b766852e088c69d7fb3b551,2017,7,SP,2,253.83,100.0,0.0,5.0,0.0,1,0.0,0,0.0
02c988090b766852e088c69d7fb3b551,2017,8,SP,1,187.43,100.0,0.0,5.0,0.0,1,0.0,-1,0.0
02c988090b766852e088c69d7fb3b551,2017,9,SP,1,92.95,100.0,0.0,5.0,0.0,1,0.0,0,0.0
02c988090b766852e088c69d7fb3b551,2017,10,SP,1,131.44,100.0,0.0,5.0,0.0,1,0.0,0,0.0
02c988090b766852e088c69d7fb3b551,2017,11,SP,1,51.89,100.0,0.0,1.0,100.0,1,-4.0,0,0.0
02c988090b766852e088c69d7fb3b551,2018,1,SP,1,101.73,100.0,0.0,5.0,0.0,1,4.0,0,0.0
02c988090b766852e088c69d7fb3b551,2018,2,SP,1,46.75,100.0,0.0,5.0,0.0,1,0.0,0,0.0
02c988090b766852e088c69d7fb3b551,2018,4,SP,1,199.75,100.0,0.0,5.0,0.0,1,0.0,0,0.0
02c988090b766852e088c69d7fb3b551,2018,5,SP,1,194.9,100.0,0.0,5.0,0.0,1,0.0,0,0.0
02c988090b766852e088c69d7fb3b551,2018,6,SP,1,199.97,100.0,0.0,5.0,0.0,1,0.0,0,0.0
02c988090b766852e088c69d7fb3b551,2018,7,SP,1,193.19,100.0,0.0,4.0,0.0,1,-1.0,0,0.0
02c988090b766852e088c69d7fb3b551,2018,8,SP,1,183.12,100.0,0.0,5.0,0.0,1,1.0,0,0.0
02d35243ea2e497335cd0f076b45675d,2017,4,RN,1,538.04,100.0,0.0,3.0,0.0,1,0.0,0,0.0
02d35243ea2e497335cd0f076b45675d,2017,6,RN,1,280.27,100.0,0.0,3.0,0.0,1,0.0,0,0.0
02d35243ea2e497335cd0f076b45675d,2017,8,RN,5,1449.91,80.0,0.0,3.6,20.0,1,0.6,4,-20.0
02d35243ea2e497335cd0f076b45675d,2017,9,RN,1,280.27,100.0,0.0,1.0,100.0,1,-2.6,-4,20.0
02d35243ea2e497335cd0f076b45675d,2017,11,RN,3,1221.56,25.0,0.0,3.0,33.33,1,2.0,2,-75.0
02d35243ea2e497335cd0f076b45675d,2017,12,RN,1,1996.32,0.0,0.0,1.0,100.0,1,-2.0,-2,-25.0
02d35243ea2e497335cd0f076b45675d,2018,3,RN,1,330.12,0.0,0.0,1.0,100.0,1,0.0,0,0.0
02d35243ea2e497335cd0f076b45675d,2018,8,RN,1,303.46,100.0,0.0,1.0,100.0,1,0.0,0,100.0
02dcd3e8e25bee036e32512bcf175493,2017,10,MG,1,180.58,,0.0,1.0,200.0,1,0.0,0,0.0
02dcd3e8e25bee036e32512bcf175493,2018,2,MG,2,456.45,0.0,0.0,1.0,250.0,1,0.0,1,0.0
02dcd3e8e25bee036e32512bcf175493,2018,3,MG,5,513.57,80.0,0.0,4.2,20.0,1,3.2,3,80.0
02dcd3e8e25bee036e32512bcf175493,2018,4,MG,2,208.77,50.0,0.0,5.0,0.0,1,0.8,-3,-30.0
02dcd3e8e25bee036e32512bcf175493,2018,7,MG,1,221.48,100.0,0.0,5.0,0.0,1,0.0,-1,50.0
02dcd3e8e25bee036e32512bcf175493,2018,8,MG,3,405.8,100.0,0.0,5.0,0.0,1,0.0,2,0.0
02ecc2a19303f05e59ce133fd923fff7,2017,6,SP,1,167.2,100.0,0.0,5.0,0.0,1,0.0,0,0.0
02ecc2a19303f05e59ce133fd923fff7,2017,9,SP,2,491.23,100.0,0.0,5.0,0.0,2,0.0,1,0.0
02ecc2a19303f05e59ce133fd923fff7,2017,11,SP,4,915.84,100.0,0.0,5.0,0.0,3,0.0,2,0.0
02ecc2a19303f05e59ce133fd923fff7,2017,12,SP,2,972.09,100.0,0.0,4.5,0.0,2,-0.5,-2,0.0
02ecc2a19303f05e59ce133fd923fff7,2018,1,SP,2,512.03,100.0,0.0,5.0,0.0,2,0.5,0,0.0
02ecc2a19303f05e59ce133fd923fff7,2018,2,SP,1,327.72,100.0,0.0,4.0,0.0,1,-1.0,-1,0.0
02ecc2a19303f05e59ce133fd923fff7,2018,3,SP,3,1214.44,100.0,0.0,3.0,66.67,3,-1.0,2,0.0
02ecc2a19303f05e59ce133fd923fff7,2018,4,SP,1,231.38,100.0,0.0,5.0,0.0,1,2.0,-2,0.0
02ecc2a19303f05e59ce133fd923fff7,2018,5,SP,2,444.56,100.0,0.0,5.0,0.0,2,0.0,1,0.0
02ecc2a19303f05e59ce133fd923fff7,2018,7,SP,2,324.66,100.0,0.0,5.0,0.0,2,0.0,0,0.0
02ecc2a19303f05e59ce133fd923fff7,2018,8,SP,1,141.25,100.0,0.0,5.0,0.0,1,0.0,-1,0.0
02f5837340d7eb4f653d676c7256523a,2017,11,PR,5,786.98,100.0,0.0,5.0,0.0,1,0.0,0,0.0
02f5837340d7eb4f653d676c7256523a,2017,12,PR,7,1031.05,100.0,0.0,4.86,0.0,1,-0.14,2,0.0
02f5837340d7eb4f653d676c7256523a,2018,1,PR,12,1767.79,100.0,0.0,5.0,0.0,1,0.14,5,0.0
02f5837340d7eb4f653d676c7256523a,2018,3,PR,1,201.45,0.0,0.0,1.0,100.0,1,-4.0,-11,-100.0
02f5837340d7eb4f653d676c7256523a,2018,4,PR,1,134.38,100.0,0.0,5.0,0.0,1,4.0,0,100.0
02f5837340d7eb4f653d676c7256523a,2018,6,PR,2,266.03,100.0,0.0,5.0,0.0,1,0.0,1,0.0
02f5837340d7eb4f653d676c7256523a,2018,7,PR,1,138.1,100.0,0.0,5.0,0.0,1,0.0,-1,0.0
02f5837340d7eb4f653d676c7256523a,2018,8,PR,1,138.1,100.0,0.0,5.0,0.0,1,0.0,0,0.0
02f623a8eb246f3c5f7c2f96462654e6,2018,4,SP,2,323.07,100.0,0.0,4.0,0.0,1,0.0,0,0.0
02f623a8eb246f3c5f7c2f96462654e6,2018,5,SP,4,623.55,100.0,0.0,4.5,0.0,2,0.5,2,0.0
02f623a8eb246f3c5f7c2f96462654e6,2018,6,SP,9,1322.71,100.0,0.0,4.78,0.0,2,0.28,5,0.0
02f623a8eb246f3c5f7c2f96462654e6,2018,7,SP,15,2509.21,86.67,0.0,4.6,6.67,2,-0.18,6,-13.33
02f623a8eb246f3c5f7c2f96462654e6,2018,8,SP,14,2429.09,85.71,0.0,4.46,7.14,1,-0.14,-1,-0.96
0417b067eeab773d2f7061a726dc477f,2018,3,SC,4,513.02,50.0,0.0,3.0,50.0,1,0.0,0,0.0
0417b067eeab773d2f7061a726dc477f,2018,4,SC,1,150.83,100.0,0.0,5.0,0.0,1,2.0,-3,50.0
0417b067eeab773d2f7061a726dc477f,2018,5,SC,4,615.06,75.0,0.0,4.75,0.0,1,-0.25,3,-25.0
0417b067eeab773d2f7061a726dc477f,2018,7,SC,1,93.59,0.0,0.0,5.0,0.0,1,0.25,-3,-75.0
0417b067eeab773d2f7061a726dc477f,2018,8,SC,3,1129.25,100.0,0.0,3.33,33.33,1,-1.67,2,100.0
04308b1ee57b6625f47df1d56f00eedf,2017,11,SC,3,4148.68,100.0,0.0,5.0,0.0,1,0.0,0,0.0
04308b1ee57b6625f47df1d56f00eedf,2017,12,SC,4,4436.36,100.0,0.0,3.0,50.0,1,-2.0,1,0.0
04308b1ee57b6625f47df1d56f00eedf,2018,1,SC,1,666.27,100.0,0.0,4.0,0.0,1,1.0,-3,0.0
04308b1ee57b6625f47df1d56f00eedf,2018,2,SC,11,7193.26,90.0,0.0,4.18,9.09,1,0.18,10,-10.0
04308b1ee57b6625f47df1d56f00eedf,2018,3,SC,26,15562.7,80.0,0.0,4.0,15.38,1,-0.18,15,-10.0
