seller_id,seller_state,primary_category,seller_vintage,first_active_month,last_active_month,sale_year,sale_month,total_orders,total_revenue,avg_review_score,on_time_delivery_pct,cancellation_pct,pct_low_reviews,category_count,review_score_change,order_volume_change,delivery_rate_change,health_score,segment,review_sharp_drop,delivery_sharp_drop,orders_sharp_drop,early_warning_flag,baseline_review,baseline_delivery,baseline_orders,baseline_revenue,order_volume_norm,review_score_norm,delivery_norm
058cb5aeb36d7c0fcae20fc85d5e0a59,RJ,luggage_accessories,7,2017-09,2018-08,2018,8,2,330.18,2.5,50.0,0.0,50.0,1,-2.5,1,-50.0,48.35,Dormant,0,1,0,1,3.53,92.86,1.71,301.06,0.3703703703703704,37.5,50.0
058fd0aa2bfdb2274e05e1ae971dabb6,SP,perfumery,11,2017-08,2018-06,2018,6,3,354.8,5.0,100.0,0.0,0.0,1,1.33,-2,33.33,80.15,Star Performer,0,0,0,0,4.12,85.61,5.55,785.97,0.7407407407407408,100.0,100.0
05a940b4ecae36cadfd8e93bd9c43257,GO,cool_stuff,6,2017-07,2018-02,2018,2,1,65.05,4.0,100.0,0.0,0.0,1,3.0,-1,0.0,72.5,Stable,0,0,0,0,4.03,100.0,1.67,191.49,0.0,75.0,100.0
05d2173d43ea568aa0540eba70d2ca76,MG,auto,11,2017-09,2018-08,2018,8,4,445.26,4.75,100.0,0.0,0.0,1,0.75,2,0.0,78.35,Stable,0,0,0,0,4.06,96.79,5.64,676.27,1.1111111111111112,93.75,100.0
05f51e13da97139648b8125c31e5f51b,MG,baby,8,2017-07,2018-03,2018,3,2,1235.23,4.67,100.0,0.0,0.0,1,-0.33,1,0.0,77.6,Stable,0,0,0,0,4.0,91.94,7.5,1973.54,0.3703703703703704,91.75,100.0
05ff92fedb5be47920fea08e501238b9,RS,cool_stuff,18,2017-01,2018-08,2018,8,4,2160.89,4.75,75.0,0.0,0.0,2,-0.25,3,-25.0,72.1,Stable,0,1,0,1,4.22,95.83,3.17,1319.94,1.1111111111111112,93.75,75.0
062ce95fa2ad4dfaedfc79260130565f,RS,furniture_decor,9,2017-01,2017-09,2017,9,1,43.0,3.0,100.0,0.0,0.0,1,0.2,-4,50.0,65.0,At-Risk,0,0,1,1,3.58,94.44,6.11,969.05,0.0,50.0,100.0
06579cb253ecd5a3a12a9e6eb6bf8f47,SP,housewares,13,2017-08,2018-08,2018,8,8,686.92,4.11,77.78,0.0,25.0,1,-0.56,5,-22.22,68.05,Stable,0,0,0,0,3.91,87.01,4.77,478.97,2.5925925925925926,77.75000000000001,77.78
066a6914e1ebf3ea95a216c73a986b91,PR,sports_leisure,18,2017-01,2018-08,2018,8,2,96.94,4.0,100.0,0.0,0.0,2,-0.67,-1,0.0,72.57,Stable,0,0,0,0,4.04,97.69,3.72,612.48,0.3703703703703704,75.0,100.0
0691148aee60ca47977c187804f935ae,PR,sports_leisure,10,2017-11,2018-08,2018,8,13,1205.56,4.6,100.0,0.0,0.0,5,0.27,8,0.0,77.89,Stable,0,0,0,0,3.96,96.67,4.7,744.63,4.444444444444445,89.99999999999999,100.0
06a2c3af7b3aee5d69171b0e14f0ee87,MA,health_beauty,8,2018-01,2018-08,2018,8,66,8437.01,4.31,97.06,0.0,9.09,1,0.53,-7,40.48,78.82,Stable,0,0,0,0,4.05,77.67,49.0,6090.8,24.074074074074073,82.74999999999999,97.06
06bb3a2fe5e7b7a845b13e8fb91bd944,MG,health_beauty,10,2017-09,2018-07,2018,7,1,105.33,5.0,100.0,0.0,0.0,1,1.0,-1,0.0,80.0,Star Performer,0,0,0,0,4.45,100.0,1.7,186.23,0.0,100.0,100.0
06df0c10d34e459d9672bc77388742eb,PR,sports_leisure,6,2018-03,2018-08,2018,8,1,314.43,5.0,100.0,0.0,0.0,1,0.25,-6,0.0,80.0,Star Performer,0,0,1,1,4.48,92.13,4.33,1599.3,0.0,100.0,100.0
06e5eefc71ec47ae763c5c6f8db7064f,RS,computers_accessories,17,2017-04,2018-08,2018,8,9,3257.02,4.44,100.0,0.0,0.0,4,1.44,7,0.0,76.39,Stable,0,0,0,0,3.86,98.93,5.41,1434.23,2.9629629629629632,86.00000000000001,100.0
070d165398b553f3b4b851c216b8a358,SP,pet_shop,12,2017-08,2018-08,2018,8,3,353.88,3.5,75.0,0.0,33.33,1,1.5,-1,-25.0,62.33,At-Risk,0,0,0,0,3.33,82.64,2.67,366.4,0.7407407407407408,62.5,75.0
0725b8c0f3f906e58f70cbe76b7c748c,SP,housewares,7,2017-01,2018-08,2018,8,2,253.76,3.0,50.0,0.0,0.0,1,0.0,-5,-31.25,52.57,Dormant,0,0,0,0,3.63,73.85,2.43,437.86,0.3703703703703704,50.0,50.0
0747d5bb69f0586cc869d8af4c50f93e,RJ,perfumery,5,2017-01,2017-06,2017,6,3,95.94,2.33,100.0,0.0,66.67,2,1.33,2,0.0,59.49,At-Risk,0,0,0,0,3.17,96.67,2.4,90.42,0.7407407407407408,33.25,100.0
07bf9669d84d1f11be443a9dd938f698,SP,kitchen_dining_laundry_garden_furniture,10,2017-03,2018-06,2018,6,3,488.4,1.8,100.0,0.0,133.33,1,-0.53,1,0.0,54.88,Dormant,1,0,0,1,3.51,100.0,1.8,242.22,0.7407407407407408,20.0,100.0
080102cd0a76b09e0dcf55fcacc60e05,MG,computers_accessories,13,2017-07,2018-08,2018,8,18,1471.39,4.11,100.0,0.0,11.11,2,-0.64,6,0.0,74.48,Stable,1,0,0,1,4.61,96.49,9.54,608.67,6.296296296296296,77.75000000000001,100.0
080199a181c46c657dc5aa235411be3b,SP,auto,12,2017-09,2018-08,2018,8,2,342.17,5.0,100.0,0.0,0.0,1,0.0,1,0.0,80.07,Star Performer,0,0,1,1,4.72,98.21,6.58,1295.41,0.3703703703703704,100.0,100.0
08084d990eb3f53af056ccbc1730c8a7,SP,electronics,5,2018-02,2018-08,2018,8,1,31.12,5.0,100.0,0.0,0.0,1,0.0,-1,0.0,80.0,Star Performer,0,0,0,0,4.4,100.0,2.4,121.36,0.0,100.0,100.0
082e0bf4cb865a6533b1e8e498cc0255,SP,garden_tools,7,2017-10,2018-08,2018,8,2,738.41,3.17,100.0,0.0,0.0,1,-1.83,1,0.0,66.35,At-Risk,0,0,0,0,3.64,85.71,1.57,437.76,0.3703703703703704,54.25,100.0
08633c14ef2db992c11f840f04fad4cd,SP,sports_leisure,9,2017-12,2018-08,2018,8,7,607.5,4.56,88.89,0.0,0.0,3,-0.44,1,-11.11,74.37,Stable,0,0,0,0,4.32,94.11,8.22,1007.65,2.2222222222222223,88.99999999999999,88.89
0885aaf116795758dfeb5f1032487bcd,SP,bed_bath_table,8,2017-12,2018-08,2018,8,7,955.08,4.56,88.89,0.0,0.0,1,0.16,2,-11.11,74.37,Stable,0,1,0,1,4.18,98.61,3.5,395.29,2.2222222222222223,88.99999999999999,88.89
0887a9f087bcd5d9f6642b52f897fc6c,SP,telephony,7,2017-02,2017-08,2017,8,1,164.79,5.0,100.0,0.0,0.0,1,2.0,0,0.0,80.0,Star Performer,0,0,0,0,4.48,97.62,1.71,266.05,0.0,100.0,100.0
08d0949a9a17c027262db1f3c450c26c,PR,furniture_decor,7,2017-08,2018-08,2018,8,2,108.47,5.0,100.0,0.0,0.0,1,4.0,1,0.0,80.07,Star Performer,0,0,0,0,3.44,100.0,1.71,87.06,0.3703703703703704,100.0,100.0
08d2d642cf72b622b14dde1d2f5eb2f5,SP,stationery,8,2017-02,2017-12,2017,12,3,158.43,4.71,85.71,0.0,0.0,1,0.38,-1,19.04,74.4,Stable,0,0,0,0,4.67,89.88,1.88,143.94,0.7407407407407408,92.75,85.71
093805f8f2aeb63881444571e1f48f30,SP,health_beauty,6,2017-08,2018-01,2018,1,2,64.97,4.5,100.0,0.0,0.0,1,-0.5,1,0.0,76.32,Stable,0,0,0,0,4.46,97.62,3.67,259.96,0.3703703703703704,87.5,100.0
094ced053e257ae8cae57205592d6712,SP,health_beauty,4,2018-04,2018-07,2018,7,4,242.71,4.25,100.0,0.0,0.0,2,0.58,1,0.0,74.6,Stable,0,0,0,0,3.99,100.0,4.75,494.56,1.1111111111111112,81.25,100.0
099095b050cfe8eb1ddff5317587e96e,SP,housewares,6,2017-12,2018-08,2018,8,1,473.98,4.0,100.0,0.0,0.0,1,1.67,-1,0.0,72.5,Stable,0,0,0,0,3.06,77.78,2.83,984.86,0.0,75.0,100.0
09f952a5f58d2285b0372551ae8f9b01,SP,furniture_decor,12,2017-09,2018-08,2018,8,10,1781.06,3.5,100.0,0.0,30.0,1,-0.5,3,0.0,69.13,Stable,0,0,0,0,4.03,95.06,4.17,1112.2,3.3333333333333335,62.5,100.0
0a85ebe4e328db81ac9109781205e2f7,SP,furniture_decor,3,2018-05,2018-08,2018,8,7,493.39,4.43,100.0,0.0,0.0,2,-0.32,3,25.0,76.17,Stable,1,0,0,1,4.73,91.67,4.0,268.55,2.2222222222222223,85.75,100.0
0ac4201fda2c68ebc0e47cb9423cf3c9,SP,health_beauty,8,2017-06,2018-06,2018,6,2,116.59,4.5,100.0,0.0,0.0,1,-0.5,1,0.0,76.32,Stable,0,0,0,0,4.31,87.5,1.62,245.83,0.3703703703703704,87.5,100.0
0adac9fbd9a2b63cccaac4f8756c1ca8,SP,housewares,19,2017-01,2018-08,2018,8,1,284.89,5.0,100.0,0.0,0.0,1,2.0,-1,0.0,80.0,Star Performer,0,0,1,1,4.02,94.72,5.79,972.68,0.0,100.0,100.0
0afccdb8a34ee5c79f7c06faf2b4d56e,MG,telephony,10,2017-04,2018-04,2018,4,1,61.96,5.0,100.0,0.0,0.0,1,4.0,0,100.0,80.0,Star Performer,0,0,0,0,4.03,88.0,2.5,161.38,0.0,100.0,100.0
0b35c634521043bf4b47e21547b99ab5,PR,construction_tools_construction,9,2017-12,2018-08,2018,8,2,1277.18,3.4,100.0,0.0,0.0,1,-0.27,0,0.0,68.07,Stable,0,0,0,0,3.56,90.22,5.67,1667.64,0.3703703703703704,60.0,100.0
0b90b6df587eb83608a64ea8b390cf07,PR,computers_accessories,11,2017-10,2018-08,2018,8,4,474.72,4.0,100.0,0.0,25.0,1,-1.0,-1,0.0,72.48,Stable,0,0,0,0,4.06,98.8,14.91,2998.08,1.1111111111111112,75.0,100.0
0bae85eb84b9fb3bd773911e89288d54,SP,housewares,17,2017-03,2018-08,2018,8,2,160.04,4.5,100.0,0.0,0.0,2,0.5,-2,0.0,76.32,Stable,0,0,1,1,4.1,99.26,8.06,612.14,0.3703703703703704,87.5,100.0
0bb738e4d789e63e2267697c42d35a2d,SP,industry_commerce_and_business,13,2017-02,2018-06,2018,6,1,354.24,5.0,100.0,0.0,0.0,1,0.0,-1,0.0,80.0,Star Performer,0,0,0,0,4.54,96.15,2.31,233.13,0.0,100.0,100.0
0be8ff43f22e456b4e0371b2245e4d01,SP,sports_leisure,16,2017-05,2018-08,2018,8,9,775.56,4.33,100.0,11.11,11.11,5,0.52,-5,6.67,74.91,Stable,0,0,0,0,4.1,97.05,10.06,899.04,2.9629629629629632,83.25,100.0
0bf0150d5b9d60d9cd2906003332f085,SP,furniture_decor,14,2017-02,2018-07,2018,7,1,121.04,3.0,100.0,0.0,0.0,1,-0.67,-2,0.0,65.0,At-Risk,0,0,1,1,3.95,85.39,2.79,490.88,0.0,50.0,100.0
0c7533c71df861ec58ad7ff999ed0e8d,SP,perfumery,12,2017-07,2018-07,2018,7,1,63.03,5.0,100.0,0.0,0.0,1,1.0,-1,0.0,80.0,Star Performer,0,0,1,1,4.14,96.43,5.08,327.63,0.0,100.0,100.0
0c8380b62e38e8a1e6adbeba7eb9688c,MG,bed_bath_table,17,2017-01,2018-08,2018,8,4,247.52,3.75,100.0,0.0,25.0,1,-0.75,-2,0.0,70.61,Stable,0,0,0,0,3.9,94.03,9.18,1107.08,1.1111111111111112,68.75,100.0
0cbcee27c791afa0cdcb08587a2013a8,MG,fashion_bags_accessories,16,2017-02,2018-07,2018,7,1,223.19,5.0,100.0,0.0,0.0,1,0.33,-2,0.0,80.0,Star Performer,0,0,0,0,3.85,93.75,2.38,374.24,0.0,100.0,100.0
0d33a55da925bbf1ff02af5f6059fc7f,SP,books_technical,8,2017-11,2018-08,2018,8,1,44.9,5.0,100.0,0.0,0.0,1,0.0,-3,0.0,80.0,Star Performer,0,0,1,1,4.54,95.83,2.75,121.28,0.0,100.0,100.0
0d85bbda9889ce1f7e63778d24f346eb,MG,stationery,12,2017-03,2018-03,2018,3,3,382.29,2.67,66.67,0.0,66.67,1,-2.33,1,66.67,53.71,Dormant,1,0,0,1,4.19,85.77,4.25,539.14,0.7407407407407408,41.75,66.67
0db783cfcd3b73998abc6e10e59a102f,SP,telephony,16,2017-01,2018-04,2018,4,3,172.16,4.67,100.0,0.0,0.0,2,0.53,-3,14.29,77.67,Stable,0,0,1,1,4.16,92.79,8.12,685.9,0.7407407407407408,91.75,100.0
0dd184061fb0eaa7ca37932c68ab91c5,SP,industry_commerce_and_business,9,2017-12,2018-08,2018,8,4,696.52,4.2,80.0,0.0,0.0,2,0.2,-3,-20.0,69.22,Stable,0,1,1,1,4.01,91.04,17.89,2640.71,1.1111111111111112,80.0,80.0
0df3984f9dfb3d49ac6366acbd3bbb85,MG,health_beauty,16,2017-03,2018-06,2018,6,1,101.41,4.0,100.0,0.0,0.0,1,-0.8,-4,0.0,72.5,Stable,0,0,0,0,4.33,99.73,5.44,720.01,0.0,75.0,100.0
0ea22c1cfbdc755f86b9b54b39c16043,MG,fashion_bags_accessories,19,2017-01,2018-08,2018,8,7,397.47,4.0,100.0,0.0,14.29,1,-0.75,3,0.0,72.81,Stable,0,0,0,0,4.37,97.67,12.0,782.34,2.2222222222222223,75.0,100.0
0eaa7e33d73809f1f925f7d07c506cbd,SP,toys,11,2017-04,2018-08,2018,8,2,263.47,5.0,100.0,0.0,0.0,1,0.0,1,0.0,80.07,Star Performer,0,0,0,0,4.82,100.0,1.36,158.81,0.3703703703703704,100.0,100.0
0ebd97a106433a45a4aebe57c1799778,MG,fashion_bags_accessories,14,2017-05,2018-07,2018,7,1,72.18,5.0,100.0,0.0,0.0,1,0.25,-3,0.0,80.0,Star Performer,0,0,1,1,4.48,100.0,2.21,261.55,0.0,100.0,100.0
0ed6ce5d87fd9c69eaacaeb778d67235,SP,electronics,11,2017-10,2018-08,2018,8,2,59.52,4.0,100.0,0.0,0.0,1,-0.33,-4,0.0,72.57,Stable,1,0,0,1,4.42,85.81,3.91,257.2,0.3703703703703704,75.0,100.0
0ef83d7d83ed97cd2a0049ac8be5f88a,PR,health_beauty,10,2017-11,2018-08,2018,8,3,306.92,3.33,100.0,0.0,33.33,2,-1.67,2,0.0,67.31,At-Risk,1,0,0,1,4.45,99.23,4.8,576.34,0.7407407407407408,58.25,100.0
0ff83046c3fa22efee8ecf291888b191,RS,sports_leisure,7,2017-04,2018-04,2018,4,1,89.36,5.0,100.0,0.0,0.0,1,0.5,-1,0.0,80.0,Star Performer,0,0,0,0,4.86,100.0,1.43,146.2,0.0,100.0,100.0
0ffa40d54288e4f3499b8780dd0f144f,SP,books_technical,5,2018-01,2018-05,2018,5,2,156.48,5.0,100.0,0.0,0.0,1,0.0,0,0.0,80.07,Star Performer,0,0,1,1,4.58,89.33,6.6,549.29,0.3703703703703704,100.0,100.0
10076e5788b8ee532724bcd460baf762,SP,baby,11,2017-05,2018-07,2018,7,3,126.81,5.0,100.0,0.0,0.0,1,0.0,1,0.0,80.15,Star Performer,0,0,0,0,4.35,90.91,2.09,108.98,0.7407407407407408,100.0,100.0
1025f0e2d44d7041d6cf58b6550e0bfa,SP,furniture_decor,14,2017-07,2018-08,2018,8,103,21001.34,4.12,86.23,0.0,18.45,4,-0.44,-2,-13.77,77.34,Stable,0,0,0,0,3.83,92.45,65.36,12479.34,37.77777777777778,78.0,86.23
1127b7f2594683f2510f1c2c834a486b,SP,garden_tools,19,2017-02,2018-08,2018,8,5,354.42,3.6,100.0,20.0,40.0,2,-0.4,-1,0.0,68.42,Stable,0,0,0,0,4.09,96.09,6.0,458.76,1.4814814814814816,65.0,100.0
11305281b50fff20ae8bb473f8e11876,MG,home_confort,13,2017-02,2018-08,2018,8,3,474.26,4.33,66.67,0.0,0.0,2,-0.67,1,-33.33,66.79,At-Risk,0,1,0,1,4.45,89.1,2.46,587.74,0.7407407407407408,83.25,66.67
113e3a788b935f48aad63e1c41dac1bd,SP,christmas_supplies,11,2017-07,2018-08,2018,8,4,106.08,4.5,100.0,0.0,0.0,1,0.0,0,25.0,76.47,Stable,0,0,0,0,4.47,93.18,3.55,139.45,1.1111111111111112,87.5,100.0
116ccb1a1604bc88e4d234a8c23f33de,SP,auto,10,2017-11,2018-08,2018,8,4,117.72,4.75,50.0,0.0,0.0,1,0.25,-1,-50.0,65.85,At-Risk,0,1,0,1,4.68,92.67,6.0,290.6,1.1111111111111112,93.75,50.0
11bfa66332777660bd0640ee84d47006,SP,health_beauty,12,2017-09,2018-08,2018,8,4,170.09,5.0,100.0,0.0,0.0,2,0.0,2,0.0,80.22,Star Performer,0,0,0,0,4.14,89.42,6.33,488.14,1.1111111111111112,100.0,100.0
128639473a139ac0f3e5f5ade55873a5,PR,electronics,16,2017-05,2018-08,2018,8,7,278.47,4.43,100.0,0.0,0.0,1,-0.07,-8,0.0,76.17,Stable,0,0,1,1,4.29,95.53,33.31,1355.9,2.2222222222222223,85.75,100.0
128f9bfbe4c7d5185033914b1de3d39a,SP,health_beauty,9,2017-09,2018-06,2018,6,1,106.85,5.0,100.0,0.0,0.0,1,0.0,0,0.0,80.0,Star Performer,0,0,0,0,4.74,94.44,1.56,183.39,0.0,100.0,100.0
12b9676b00f60f3b700e83af21824c0e,RS,cool_stuff,18,2017-03,2018-08,2018,8,5,1157.04,4.8,100.0,0.0,0.0,2,0.8,3,0.0,78.8,Stable,0,0,0,0,4.43,98.88,7.5,1697.91,1.4814814814814816,95.0,100.0
13074f016982ff2bd6c58ced8682f000,RS,kitchen_dining_laundry_garden_furniture,7,2017-11,2018-07,2018,7,2,545.91,2.5,100.0,0.0,50.0,2,-2.5,1,0.0,60.85,At-Risk,1,0,0,1,4.16,81.63,2.0,444.53,0.3703703703703704,37.5,100.0
1336efc61c316ddf92c899eb817f7cae,SP,pet_shop,19,2017-01,2018-08,2018,8,3,279.54,3.0,75.0,0.0,66.67,2,-1.25,-1,0.0,58.26,Dormant,1,0,0,1,4.03,91.01,3.89,334.49,0.7407407407407408,50.0,75.0
1354d51653f645349064725ed204e85e,SP,furniture_decor,12,2017-06,2018-08,2018,8,2,416.31,3.0,66.67,0.0,50.0,2,0.0,0,-33.33,56.27,Dormant,0,1,0,1,4.06,97.22,1.5,239.13,0.3703703703703704,50.0,66.67
