seller_id,seller_state,primary_category,health_score,segment,avg_review_score,on_time_delivery_pct,total_orders,review_sharp_drop,delivery_sharp_drop,orders_sharp_drop,baseline_review,baseline_delivery,baseline_orders,seller_vintage,review_score_change,order_volume_change,delivery_rate_change
54065e9aef7e9e9c2dc23b7594db021a,RJ,cool_stuff,49.05,Dormant,1.0,100.0,1,1,0,0,3.46,100.0,2.4,5,-2.0,-1,0.0
54c04bdb5ec46762f8f08c7e8f86ed4a,SC,sports_leisure,31.55,Dormant,2.0,0.0,1,1,1,0,4.38,84.13,2.57,7,-2.67,-2,-100.0
557f22c76691849db52d2abccf0015d0,GO,computers_accessories,65.0,At-Risk,3.0,100.0,1,0,0,1,3.02,100.0,3.25,4,0.5,-2,0.0
58f1a6197ed863543e0136bdedb3fce2,MG,watches_gifts,60.85,At-Risk,2.5,100.0,2,1,0,0,3.96,91.67,11.0,4,-1.65,-31,0.0
5a8e7d5003a1f221f9e1d6e411de7c23,SP,furniture_decor,63.15,At-Risk,4.17,60.0,6,0,1,0,4.15,91.99,6.9,20,-0.45,-1,-40.0
5ab05b6d86d417796c69ffd6774ec832,SP,health_beauty,56.62,Dormant,2.0,100.0,2,1,0,0,3.89,88.89,1.11,9,-2.0,1,0.0
5abb8ea023c77787f2c15da891c8d384,SC,cine_photo,31.55,Dormant,2.0,0.0,1,1,1,0,3.96,78.57,1.86,7,-2.0,-1,-100.0
5b0cc932433fa5184b5b94bfe6bcc256,SP,furniture_bedroom,31.38,Dormant,2.0,0.0,3,1,1,0,3.53,66.67,4.0,3,-1.6,-4,-100.0
5b581417df4480f632484ba681e53944,SC,toys,44.05,Dormant,1.0,100.0,1,1,0,0,3.05,75.0,1.71,7,-2.0,-2,0.0
5b67882648febfb6e1225e6ad7164f6b,PR,sports_leisure,49.05,Dormant,1.0,100.0,1,1,0,1,3.97,97.44,2.08,13,-4.0,-1,0.0
5bc55dbe2f12b6af6d83ed46023e0dc8,MG,sports_leisure,24.05,Dormant,1.0,0.0,1,1,1,0,2.52,68.06,2.83,6,-4.0,0,-100.0
5c6d4016c2a288f074fa0848a2b653d2,SP,computers_accessories,59.42,At-Risk,3.6,60.0,5,0,1,0,4.21,95.83,2.67,12,1.6,4,-40.0
5d3bb11474a06bdc23fb9e89f1164ee0,SP,furniture_decor,62.36,At-Risk,2.67,100.0,3,1,0,0,4.11,97.73,2.82,11,-0.93,-2,0.0
5f2684dab12e59f83bef73ae57724e45,SP,toys,58.88,Dormant,2.25,100.0,4,1,0,0,3.89,95.63,3.72,18,-2.75,2,0.0
624f4ece8da4aafb77699233d480f8ef,SP,furniture_decor,64.32,At-Risk,4.0,66.67,3,0,1,0,4.12,95.15,3.06,17,-0.67,0,-33.33
62c50c1af4dfdc4149d25c5222043d39,SP,fixed_telephony,49.05,Dormant,1.0,100.0,1,1,0,0,3.1,100.0,2.4,5,-2.5,-1,0.0
688756f717c462a206ad854c5027a64a,SP,housewares,62.56,At-Risk,3.13,85.71,8,1,0,1,3.69,89.94,16.6,5,-0.76,-15,-10.44
68f86ba270525243e68ae74044f992b9,RJ,health_beauty,65.0,At-Risk,3.0,100.0,1,1,0,0,4.28,88.89,1.22,9,-1.0,0,0.0
6973a06f484aacf400ece213dbf3d946,SP,computers_accessories,44.05,Dormant,1.0,100.0,1,1,0,1,2.84,86.29,15.83,6,-1.0,-2,0.0
6bb0724edf0b62fb91ac404873a97241,SP,electronics,31.55,Dormant,2.0,0.0,1,1,1,0,4.42,82.5,1.7,10,-3.0,0,-100.0
6d803cb79cc31c41c4c789a75933b3c7,SP,sports_leisure,65.0,At-Risk,3.0,100.0,1,1,0,1,4.25,95.69,4.83,12,-1.8,-4,0.0
6edacfd9f9074789dad6d62ba7950b9c,SP,furniture_decor,59.59,At-Risk,3.73,54.55,11,1,1,0,4.35,94.12,10.4,20,-0.52,3,-20.45
6f892e20a171e98efe17fdb971ff319b,SP,telephony,57.01,Dormant,2.0,100.0,4,1,0,0,3.89,96.38,7.33,6,-2.0,2,0.0
701938c450705b8ae65fc923b70f35c7,SP,furniture_living_room,24.05,Dormant,1.0,0.0,1,1,1,1,3.72,86.89,5.0,15,-2.25,-2,-50.0
71039d19d4303bf9054d69e9a9236699,SP,toys,22.14,Dormant,1.0,0.0,1,1,1,0,3.46,67.0,3.5,10,-4.0,0,-100.0
710e3548e02bc1d2831dfc4f1b5b14d4,PR,furniture_decor,61.72,At-Risk,2.6,100.0,5,1,0,0,3.54,96.17,7.05,19,-0.8,0,0.0
718539d38d07dd351c76db862760e2e2,SP,pet_shop,44.12,Dormant,1.0,100.0,2,1,0,0,4.24,100.0,4.62,8,-4.0,1,0.0
7238a95bb63ef7e498389fb863b834a1,SP,baby,60.07,At-Risk,4.0,50.0,2,1,1,0,4.68,90.0,3.0,5,-0.89,-7,-50.0
73a63f72308aa20a46f4b1632018f196,PR,garden_tools,65.0,At-Risk,3.0,100.0,1,1,0,1,4.16,100.0,2.23,13,-0.1,-3,0.0
7586919161935337bf6b6d7ff5779648,RJ,sports_leisure,43.17,Dormant,1.0,85.71,2,1,0,0,3.5,80.95,1.83,6,0.0,1,85.71
7681ef142fd2c19048da7430856b5588,SP,computers,62.2,At-Risk,3.33,77.78,8,1,0,0,4.15,89.05,8.43,7,-0.84,2,-22.22
768de2a4fc06aacecb9a586ccc30746a,DF,cool_stuff,49.05,Dormant,1.0,100.0,1,1,0,0,4.14,100.0,2.0,7,-3.67,-2,0.0
76ea5315acb3f5f7ade3cd261faf922a,SP,auto,49.05,Dormant,1.0,100.0,1,1,0,0,3.54,96.43,3.75,4,-3.0,-1,0.0
784ba75dd9d20200c4caed3d7a77141a,SP,stationery,35.85,Dormant,2.5,0.0,2,1,1,0,4.06,88.89,2.0,9,-2.5,1,-100.0
7aa4334be125fcdd2ba64b3180029f14,SP,toys,60.32,At-Risk,3.05,65.57,55,1,1,0,4.4,93.64,19.73,11,-0.81,23,-14.43
7bac63f6603d382cc8d0832eb6c100a8,SP,sports_leisure,55.0,Dormant,5.0,0.0,1,0,1,0,4.34,79.17,2.71,7,1.67,-2,-66.67
7c4618c82226628831613e95e9c22f44,SP,sports_leisure,62.48,At-Risk,3.5,75.0,4,1,0,0,4.36,89.29,1.86,7,-1.5,3,-25.0
7c5b05cbdb5542049f38d90d7815b97d,SP,books_imported,62.73,At-Risk,3.29,83.33,5,1,1,0,4.29,95.83,5.5,4,-1.71,-3,-16.67
7fc87cc3e89b3d1d5cabdca32f8485aa,SP,office_furniture,24.05,Dormant,1.0,0.0,1,1,1,0,3.33,62.5,3.5,4,-2.33,-5,-50.0
8090490573c6c0aa343a7231ebcb8c86,SP,health_beauty,62.48,At-Risk,3.5,75.0,4,0,1,0,4.12,92.5,2.6,10,-1.21,-3,-25.0
80e6699fe29150b372a0c8a1ebf7dcc8,PR,sports_leisure,60.85,At-Risk,2.5,100.0,2,1,0,1,4.3,96.13,5.41,17,-2.5,-2,0.0
82bd0703a4aefd6b599e5bfdaed378fb,SP,health_beauty,51.16,Dormant,2.33,66.67,3,1,1,0,4.09,95.24,2.43,7,-1.67,1,-33.33
835f0f7810c76831d6c7d24c7a646d4d,SP,housewares,46.15,Dormant,1.0,100.0,2,1,0,0,3.21,63.25,3.38,13,-1.67,-1,66.67
8444e55c1f13cd5c179851e5ca5ebd00,MG,perfumery,44.2,Dormant,1.0,100.0,3,1,0,0,3.1,93.94,5.82,17,-0.79,-5,0.0
863d2ebcd347ce4922de7a0f9a5581d6,RJ,auto,60.07,At-Risk,4.0,50.0,2,0,1,0,4.21,86.67,2.0,9,0.0,1,-50.0
8648b1e89e9b349e32d3741b30ec737e,SP,construction_tools_construction,61.64,At-Risk,3.38,75.0,7,0,1,0,3.97,93.16,7.42,12,-1.62,2,-25.0
870d0118f7a9d85960f29ad89d5d989a,MG,furniture_living_room,64.6,At-Risk,3.0,100.0,2,1,0,0,3.99,96.13,2.81,16,0.0,0,0.0
87142160b41353c4e5fca2360caf6f92,RS,computers_accessories,67.71,At-Risk,3.95,78.95,15,1,1,0,4.35,93.67,16.05,19,-0.82,-7,-16.7
87b740daf17b5d1be335a64164ec6842,SP,sports_leisure,60.85,At-Risk,2.5,100.0,2,1,0,0,3.88,87.5,1.5,8,-1.5,1,100.0
87d3c3aeb3ead335511b3ce315eb341e,SP,toys,51.47,Dormant,2.33,66.67,3,0,1,0,3.28,88.89,5.0,3,-0.67,-2,-33.33
891071be6ba827b591264c90c2ae8a63,SP,fashion_bags_accessories,63.48,At-Risk,5.0,33.33,3,0,1,0,4.04,85.72,6.57,14,0.5,-5,-66.67
89bc797e2e29667aa035d4368f9b7f92,SP,telephony,47.5,Dormant,4.0,0.0,1,0,1,0,4.03,59.26,4.33,3,0.4,-8,-77.78
8a32e327fe2c1b3511609d81aaf9f042,SP,furniture_decor,49.91,Dormant,2.18,100.0,4,1,0,1,3.66,95.01,10.08,13,-1.02,-2,0.0
8b9d6eec4a7eb7d0f9d579ce0b38324d,RJ,furniture_living_room,62.05,At-Risk,3.4,73.33,15,1,1,0,4.06,89.33,12.25,4,-1.06,-8,-10.67
8cc6a0e5738e61a87b03c78b2ba9db4b,MG,stationery,58.58,Dormant,3.0,75.0,3,1,1,1,3.89,87.96,7.33,3,-1.67,-6,-25.0
8daab2245ebdc277c51098d01c5ad8ef,SP,costruction_tools_tools,47.5,Dormant,4.0,0.0,1,1,1,1,4.58,80.0,3.2,5,-1.0,0,-100.0
8e6cc767478edae941d9bd9eb778d77a,MG,housewares,46.62,Dormant,1.0,100.0,2,1,0,0,3.8,95.13,7.57,14,-4.0,1,0.0
8f119a0aee85c0c8fc534629734e94fd,SP,toys,55.0,Dormant,5.0,0.0,1,0,1,1,4.18,91.67,4.28,18,0.2,-3,-100.0
8ff1a9df749e454105c55cda13e79143,SP,housewares,56.55,Dormant,2.0,100.0,1,1,0,0,3.56,100.0,2.17,6,-2.0,-1,0.0
903037660cf848a717166eb7a06d616e,SP,furniture_decor,55.76,Dormant,3.5,50.0,3,0,1,0,3.82,88.12,2.81,16,0.9,-5,-30.0
95ec4458365c4d11f452ccf538377619,SP,furniture_decor,58.18,Dormant,2.57,87.5,5,1,1,0,4.54,98.21,3.86,7,-2.31,-2,-12.5
9646c3513289980f17226a2fc4720dbd,SP,computers_accessories,44.05,Dormant,1.0,100.0,1,1,0,0,4.35,98.42,3.63,19,-4.0,0,0.0
972d0f9cf61b499a4812cf0bfa3ad3c4,SC,bed_bath_table,51.67,Dormant,1.33,100.0,3,1,0,0,2.82,90.45,7.55,11,-1.67,-1,25.0
99eaacc9e6046db1c82b163c5f84869f,SP,telephony,24.05,Dormant,1.0,0.0,1,1,1,1,3.47,81.67,5.2,10,-1.5,-1,-100.0
9b00ed88b7fdb95d6ff76e27c1b52d16,SP,sports_leisure,44.05,Dormant,1.0,100.0,1,1,0,0,4.18,95.28,3.92,12,-4.0,0,0.0
9baf5cb77970f539089d09a38bcec5c3,SP,housewares,49.05,Dormant,1.0,100.0,1,1,0,1,4.35,100.0,1.72,18,-4.0,-1,0.0
9bcdfa7b615b3abb9461d9e3ad9886ae,SC,sports_leisure,31.55,Dormant,2.0,0.0,1,1,1,0,4.24,88.89,1.56,9,-3.0,-1,-100.0
9c068d10aca38e85c50202e17b4a7e88,MS,auto,24.05,Dormant,1.0,0.0,1,1,1,0,3.83,71.67,2.83,6,-3.5,-1,-50.0
9c0e69c7bf2619675bbadf47b43f655a,SP,computers_accessories,44.05,Dormant,1.0,100.0,1,1,0,0,3.61,82.22,12.08,13,-4.0,0,0.0
9d39404483343dd55c7ae254494d8388,SP,telephony,46.21,Dormant,1.67,66.67,3,1,1,0,4.03,94.44,1.67,6,-3.33,2,-33.33
9d5604a1f112324ad6b2aa552122e0fb,SP,home_construction,49.05,Dormant,1.0,100.0,1,1,0,0,3.17,100.0,1.86,7,-2.0,-2,0.0
9d5a9018aee56acb367ba9c3f05d1d6a,GO,baby,49.05,Dormant,1.0,100.0,1,1,0,1,4.02,99.58,5.58,12,-3.0,-2,0.0
9dda5bbacd45e18d6485fee649205d09,MG,furniture_decor,64.6,At-Risk,3.0,100.0,2,1,0,0,4.23,89.74,1.46,13,-1.0,1,0.0
9f50216bfd01913736a55a11b55ea842,SP,computers_accessories,67.27,At-Risk,3.83,83.33,6,1,0,0,4.51,84.44,5.67,3,-0.87,-3,13.33
a2deecd5398f5df4987110c80a1972a3,SP,home_appliances,62.25,At-Risk,3.0,100.0,4,1,0,0,3.87,100.0,3.2,5,-1.0,1,0.0
a2fa0bdc798ee84cdb08281337cf4fb6,SC,books_general_interest,49.05,Dormant,1.0,100.0,1,1,0,0,4.0,100.0,1.43,7,-4.0,0,0.0
a36b125ac6d5fdbc7f50de85c9157bdc,SP,sports_leisure,56.55,Dormant,2.0,100.0,1,1,0,1,3.85,91.03,1.77,13,-1.5,-1,50.0
a420f60ff1aa9acc80d0e42959f2b313,SP,baby,60.85,At-Risk,2.5,100.0,2,1,0,0,4.04,94.66,5.15,13,-1.63,-6,12.5
a6bd7d1ccdac48c6b33b28596b7eb122,PB,watches_gifts,49.05,Dormant,1.0,100.0,1,1,0,0,3.11,85.19,1.78,9,-4.0,-1,0.0
a6fe7de3d16f6149ffe280349a8535a0,SP,fashion_underwear_beach,49.05,Dormant,1.0,100.0,1,1,0,1,3.76,84.29,3.64,14,-2.0,-1,0.0
a7f13822ceb966b076af67121f87b063,SP,office_furniture,53.32,Dormant,2.43,71.43,6,1,1,1,3.38,90.77,17.25,4,-1.22,-14,-24.22
aac29b1b99776be73c3049939652091d,MG,cool_stuff,59.1,At-Risk,2.33,100.0,2,1,0,0,4.12,93.44,5.16,19,-1.67,1,0.0
aae3bfea055532c57fb453ed3ec80b30,SP,market_place,49.05,Dormant,1.0,100.0,1,1,0,1,3.4,100.0,3.69,13,-2.0,-1,0.0
aafe36600ce604f205b86b5084d3d767,SC,baby,62.87,At-Risk,2.75,100.0,4,1,0,0,4.41,96.19,6.79,19,-1.5,-3,0.0
aba1721a889e04decc910aa13b768ef4,SP,stationery,66.52,At-Risk,4.83,50.0,5,0,1,0,4.5,91.28,4.37,19,0.33,0,-33.33
abe42c5d03695b4257b5c6cbf4e6784e,RJ,health_beauty,24.05,Dormant,1.0,0.0,1,1,1,1,3.87,81.02,3.85,13,-4.0,-1,-100.0
ac3508719a1d8f5b7614b798f70af136,RS,toys,55.07,Dormant,5.0,0.0,2,0,1,0,4.55,93.36,6.44,16,0.0,1,-100.0
aced59e9b31ef866a94f9e7f29d8d418,SP,housewares,61.47,At-Risk,5.0,25.0,4,0,1,0,4.51,91.67,3.21,19,0.0,2,-75.0
